Station_Id,Suburb,State_Code,Name,Lattitude,Longitude,Mode
410,Jubilee Park LR,NSW,"Chapman Rd, Entrance through Ramp",-33.87556013,151.1783683,Train
411,Katoomba,NSW,"Goldsmith Pl, Entrance through Ramp",-33.71194806,150.3121686,Train
412,Katoomba,NSW,"Bathurst Rd, Entrance through Ramp",-33.71227605,150.3121389,Train
413,Katoomba,NSW,"Bathurst Rd, Entrance through Lift",-33.7122822,150.3119825,Train
414,Katoomba,NSW,"Bathurst Rd, Entrance through Stairs",-33.71225211,150.3117845,Train
415,Kembla Grange,NSW,"West Dapto , Entrance through Ramp",-34.47012644,150.8177961,Train
416,Kiama,NSW,"Railway Pde, Entrance through Path",-34.67259919,150.8543663,Train
417,Killara,NSW,"Werona Ave, Entrance through Stairs",-33.76569485,151.1620999,Train
418,Killara,NSW,"Culworth Ave, Entrance through Stairs",-33.76585281,151.1617973,Train
419,Kings Cross,NSW,"Victoria St, Entrance through Stairs",-33.87403189,151.2225037,Train
420,Kings Cross,NSW,"Victoria St, Entrance through Lift",-33.87426901,151.2222047,Train
421,Kings Cross,NSW,"Victoria St, Entrance through Stairs",-33.87423751,151.2221958,Train
422,Kingsgrove,NSW,"Kingsgrove Rd, Entrance through Stairs",-33.94037591,151.1010846,Train
423,Kingsgrove,NSW,"Kingsgrove Rd, Entrance through Lift",-33.94048039,151.100874,Train
424,Kingsgrove,NSW,"Kingsgrove Rd, Entrance through Stairs",-33.94045759,151.1008569,Train
425,Kingswood,NSW,"Richmond Rd, Entrance through Ramp",-33.75823391,150.7202398,Train
426,Kingswood,NSW,"Great Western  Hwy, Entrance through Lift",-33.75842616,150.720233,Train
427,Kingswood,NSW,"Richmond Rd, Entrance through Stairs",-33.75823344,150.7201166,Train
428,Kingswood,NSW,"Great Western  Hwy, Entrance through Stairs",-33.75836745,150.720071,Train
429,Kirrawee,NSW,"Oak Rd, Entrance through Path",-34.03491126,151.0710203,Train
430,Kogarah,NSW,"Regent St, Entrance through Stairs",-33.96279661,151.1326915,Train
431,Kogarah,NSW,"Regent St, Entrance through Lift",-33.9627467,151.1326877,Train
432,Kogarah,NSW,"Station St, Entrance through Stairs",-33.96260526,151.1322014,Train
433,Kogarah,NSW,"Station St, Entrance through Lift",-33.96264352,151.1321917,Train
434,Kogarah,NSW,"Station St, Entrance through Stairs",-33.96268807,151.1321451,Train
435,Kogarah,NSW,"Station St, Entrance through Ramp",-33.96279569,151.1321022,Train
436,Koolewong,NSW,"Glenrock Pde, Entrance through Stairs",-33.46613312,151.3184763,Train
437,Koolewong,NSW,"Glenrock Pde, Entrance through Stairs",-33.46614412,151.3183699,Train
438,Kotara,NSW,"Park Ave, Entrance through Stairs",-32.94176982,151.6980592,Train
439,Kotara,NSW,"Kotara Pl, Entrance through Ramp",-32.94136917,151.6974634,Train
440,Lakemba,NSW,"The Boulevarde , Entrance through Lift",-33.92010158,151.0763703,Train
441,Lakemba,NSW,"Railway Pde, Entrance through Lift",-33.91988075,151.0762517,Train
442,Lakemba,NSW,"Railway Pde, Entrance through Stairs",-33.919759,151.0761338,Train
443,Lapstone,NSW,"Explorers Rd, Entrance through Ramp",-33.77327862,150.6426352,Train
444,Lapstone,NSW,"Explorers Rd, Entrance through Stairs",-33.77355931,150.6426108,Train
445,Lawson,NSW,"Honour Ave, Entrance through Ramp",-33.71950783,150.4304172,Train
446,Lawson,NSW,"Great Western Hwy, Entrance through Ramp",-33.71914265,150.4300609,Train
447,Lawson,NSW,"Lotus St, Entrance through Ramp",-33.7189722,150.4296065,Train
448,Lawson,NSW,"Great Western Hwy, Entrance through Ramp",-33.71943599,150.4294992,Train
449,Leichhardt North LR,NSW,"James St, Entrance through Lift",-33.87498002,151.1550356,Train
450,Leichhardt North LR,NSW,"James St, Entrance through Stairs",-33.87499429,151.1550175,Train
451,Leichhardt North LR,NSW,"City West Link Rd, Entrance through Path",-33.874998,151.1535804,Train
452,Leightonfield,NSW,"Monier Sq, Entrance through Ramp",-33.88189412,150.9851028,Train
453,Leightonfield,NSW,"Christina Rd, Entrance through Ramp",-33.88126383,150.984962,Train
454,Leppingon,NSW,"Rickard Rd, Entrance through Stairs",-33.95443956,150.8082668,Train
455,Leppingon,NSW,"Rickard Rd, Entrance through Lift",-33.95451545,150.8082463,Train
456,Leumeah,NSW,"O'Sullivan Rd, Entrance through Lift",-34.05067487,150.8308056,Train
457,Leumeah,NSW,"Plough Inn Rd, Entrance through Path",-34.05031272,150.8307679,Train
458,Leumeah,NSW,"Old Leumeah Rd, Entrance through Ramp",-34.05080184,150.8307251,Train
459,Leumeah,NSW,"Old Leumeah Rd, Entrance through Stairs",-34.05081332,150.8307025,Train
460,Leumeah,NSW,"O'Sullivan Rd, Entrance through Stairs",-34.05089506,150.830574,Train
461,Leumeah,NSW,"Plough Inn Rd, Entrance through Lift",-34.0504822,150.8305609,Train
462,Leumeah,NSW,"O'Sullivan Rd, Entrance through Ramp",-34.05102916,150.8304338,Train
463,Leura,NSW,"Railway Pde, Entrance through Stairs",-33.71212061,150.3311289,Train
464,Lewisham,NSW,"Thomas  St, Entrance through Stairs",-33.8931095,151.1475983,Train
465,Lewisham,NSW,"Railway Tce, Entrance through Stairs",-33.8936359,151.1475441,Train
466,Lewisham West LR,NSW,"Hudson St, Entrance through Path",-33.89385044,151.1434623,Train
467,Lewisham West LR,NSW,"Smith St, Entrance through Path",-33.8937862,151.1433429,Train
468,Lidcombe,NSW,"Church St, Entrance through Path",-33.86353155,151.0450641,Train
469,Lidcombe,NSW,"Church St, Entrance through Lift",-33.86346008,151.0447924,Train
470,Lidcombe,NSW,"Railway St, Entrance through Stairs",-33.86386973,151.0446447,Train
471,Lidcombe,NSW,"Railway St, Entrance through Lift",-33.86386787,151.0446069,Train
472,Lidcombe,NSW,"Church St, Entrance through Stairs",-33.86338085,151.0445549,Train
473,Lidcombe,NSW,"Railway St, Entrance through Stairs",-33.863756,151.044279,Train
474,Lilyfield LR,NSW,"Catherine  St, Entrance through Ramp",-33.87419537,151.1648238,Train
475,Lilyfield LR,NSW,"Catherine  St, Entrance through Stairs",-33.87411594,151.1647681,Train
476,Linden,NSW,"Great Western Hwy, Entrance through Path",-33.71533075,150.5053218,Train
477,Linden,NSW,"Burke Rd, Entrance through Stairs",-33.71474436,150.5043663,Train
478,Lindfield,NSW,"Lindfield Ave, Entrance through Stairs",-33.77565442,151.1695097,Train
479,Lindfield,NSW,"Lindfield Ave, Entrance through Stairs",-33.77528844,151.1693856,Train
480,Lindfield,NSW,"Lindfield Ave, Entrance through Ramp",-33.77526721,151.1693706,Train
481,Lindfield,NSW,"Pacific Hwy, Entrance through Stairs",-33.77595464,151.1693,Train
482,Lindfield,NSW,"Lindfield Ave, Entrance through Stairs",-33.77508734,151.1692302,Train
483,Lindfield,NSW,"Pacific Hwy, Entrance through Ramp",-33.77573861,151.1691075,Train
484,Lindfield,NSW,"Pacific Hwy, Entrance through Stairs",-33.77570298,151.1690761,Train
485,Lisarow,NSW,"Pacific Hwy, Entrance through Stairs",-33.38218451,151.3701793,Train
486,Lisarow,NSW,"Pacific Hwy, Entrance through Path",-33.38219289,151.3701652,Train
487,Lisarow,NSW,"Railway Cres, Entrance through Stairs",-33.38207165,151.3700848,Train
488,Lisarow,NSW,"Railway Cres, Entrance through Path",-33.38205966,151.3700717,Train
489,Lithgow,NSW,"Main St, Entrance through Path",-33.48092585,150.156929,Train
490,Lithgow,NSW,"Railway Pde, Entrance through Path",-33.48051667,150.1567066,Train
491,Liverpool,NSW,"Moore St, Entrance through Path",-33.92314617,150.927698,Train
492,Liverpool,NSW,"Biggs St, Entrance through Lift",-33.92438493,150.9269976,Train
493,Liverpool,NSW,"Biggs St, Entrance through Stairs",-33.92430468,150.9269377,Train
494,Lochinvar,NSW,"Station Lane, Entrance through Ramp",-32.72048397,151.450531,Train
495,Lochinvar,NSW,"Station Lane, Entrance through Ramp",-32.72039462,151.4504811,Train
496,Loftus,NSW,"Pitt St, Entrance through Ramp",-34.04499976,151.0513888,Train
497,Loftus,NSW,"Loftus Ave, Entrance through Ramp",-34.04545425,151.0512098,Train
498,Lysaghts,NSW,"Recycling Rd, Entrance through Stairs",-34.4548118,150.8752141,Train
499,Macarthur,NSW,"Menangle  Rd, Entrance through Lift",-34.07249292,150.7974781,Train
500,Macarthur,NSW,"Menangle  Rd, Entrance through Lift",-34.07221782,150.7973884,Train
501,Macarthur,NSW,"Menangle  Rd, Entrance through Stairs",-34.07255383,150.7971598,Train
502,Macarthur,NSW,"Menangle  Rd, Entrance through Stairs",-34.0722662,150.7970753,Train
503,Macdonaldtown,NSW,"Burren St, Entrance through Stairs",-33.89679186,151.1853862,Train
504,Macquarie Fields,NSW,"Railway Pde, Entrance through Stairs",-33.98484292,150.8790781,Train
505,Macquarie Fields,NSW,"Railway Pde, Entrance through Ramp",-33.98496652,150.8789376,Train
506,Macquarie Park,NSW,"Lane Cove Rd, Entrance through Lift",-33.78544457,151.128497,Train
507,Macquarie Park,NSW,"Lane Cove Rd, Entrance through Escalators",-33.78536823,151.1284456,Train
508,Macquarie Park,NSW,"Lane Cove Rd, Entrance through Escalators",-33.78507899,151.1280042,Train
509,Macquarie Park,NSW,"Lane Cove Rd, Entrance through Lift",-33.78506256,151.1279791,Train
510,Macquarie University,NSW,"Herring Rd, Entrance through Lift",-33.77743582,151.1184713,Train
511,Macquarie University,NSW,"Herring Rd, Entrance through Escalators",-33.7774169,151.1184131,Train
512,Macquarie University,NSW,"Herring Rd, Entrance through Escalators",-33.77721132,151.1181043,Train
513,Macquarie University,NSW,"Herring Rd, Entrance through Lift",-33.77716806,151.1180933,Train
514,Maitland,NSW,"Station St, Entrance through Path",-32.73774765,151.552236,Train
515,Marayong,NSW,"Harvey Rd, Entrance through Stairs",-33.74622068,150.9003117,Train
516,Marayong,NSW,"Harvey Rd, Entrance through Lift",-33.74601717,150.9003098,Train
517,Marayong,NSW,"Railway Pde, Entrance through Stairs",-33.7462306,150.9000471,Train
518,Marayong,NSW,"Railway Pde, Entrance through Lift",-33.74602227,150.9000423,Train
519,Marion LR,NSW,"Marion St, Entrance through Path",-33.8839155,151.1449963,Train
520,Marrickville,NSW,"Station St, Entrance through Path",-33.9139756,151.153316,Train
521,Marrickville,NSW,"Illawarra Rd, Entrance through Stairs",-33.91375714,151.1532248,Train
522,Marrickville,NSW,"Illawarra Rd, Entrance through Lift",-33.91378174,151.1531819,Train
523,Marrickville,NSW,"Illawarra Rd, Entrance through Lift",-33.91383568,151.1531518,Train
524,Marrickville,NSW,"Illawarra Rd, Entrance through Stairs",-33.91386322,151.1531385,Train
525,Martin Place,NSW,"Macquarie St, Entrance through Stairs",-33.86796254,151.2116241,Train
526,Martin Place,NSW,"Phillip St, Entrance through Lift",-33.8677258,151.211419,Train
527,Martin Place,NSW,"Phillip St, Entrance through Stairs",-33.867961,151.2113556,Train
528,Martin Place,NSW,"Elizabeth St, Entrance through Stairs",-33.86770938,151.2108281,Train
529,Martin Place,NSW,"Elizabeth St, Entrance through Stairs",-33.86794917,151.2105119,Train
530,Martin Place,NSW,"Elizabeth St, Entrance through Stairs",-33.86773095,151.2102046,Train
531,Martins Creek,NSW,"Grace Ave, Entrance through Ramp",-32.55848164,151.618412,Train
532,Marulan,NSW,"Wollondilly St, Entrance through Path",-34.7095012,150.0056778,Train
533,Marulan,NSW,"Railway Pde, Entrance through Path",-34.70959939,150.0056691,Train
534,Mascot,NSW,"Bourke St, Entrance through Stairs",-33.92315955,151.1873924,Train
535,Mascot,NSW,"Bourke St, Entrance through Escalators",-33.92315812,151.1873628,Train
536,Mascot,NSW,"Bourke St, Entrance through Lift",-33.92336325,151.1873396,Train
537,Meadowbank,NSW,"Constitution Rd, Entrance through Lift",-33.81566979,151.0902245,Train
538,Meadowbank,NSW,"Constitution Rd, Entrance through Stairs",-33.81579505,151.0902088,Train
539,Meadowbank,NSW,"Bank St, Entrance through Lift",-33.81562759,151.0899398,Train
540,Meadowbank,NSW,"Bank St, Entrance through Ramp",-33.81555584,151.089916,Train
541,Medlow Bath,NSW,"Great Western Hwy, Entrance through Ramp",-33.67465401,150.2811412,Train
542,Medlow Bath,NSW,"Great Western Hwy, Entrance through Stairs",-33.67295305,150.2803919,Train
543,Menangle,NSW,"Stevens Rd, Entrance through Ramp",-34.12539404,150.7441804,Train
544,Menangle,NSW,"Stevens Rd, Entrance through Path",-34.12585573,150.7440669,Train
545,Menangle Park,NSW,"Racecourse Ave, Entrance through Ramp",-34.10338167,150.7450798,Train
546,Menangle Park,NSW,"Racecourse Rd, Entrance through Ramp",-34.10338507,150.7449509,Train
547,Merrylands,NSW,"Railway Tce, Entrance through Ramp",-33.83669532,150.9926698,Train
548,Merrylands,NSW,"Terminal Pl, Entrance through Ramp",-33.83631419,150.9926662,Train
549,Merrylands,NSW,"Railway Tce, Entrance through Stairs",-33.83680598,150.9925619,Train
550,Merrylands,NSW,"Railway Tce, Entrance through Lift",-33.83690608,150.9923757,Train
551,Merrylands,NSW,"Railway Tce, Entrance through Ramp",-33.83694829,150.992327,Train
552,Merrylands,NSW,"Terminal Pl, Entrance through Stairs",-33.83658243,150.9922814,Train
553,Merrylands,NSW,"Terminal Pl, Entrance through Lift",-33.83679089,150.992228,Train
554,Merrylands,NSW,"Terminal Pl, Entrance through Stairs",-33.83671583,150.9921634,Train
555,Merrylands,NSW,"Railway Tce, Entrance through Stairs",-33.83715442,150.992075,Train
556,Merrylands,NSW,"Terminal Pl, Entrance through Ramp",-33.83685144,150.9920152,Train
557,Merrylands,NSW,"Terminal Pl, Entrance through Stairs",-33.83705075,150.9918377,Train
558,Metford,NSW,"McCubbin  Cl, Entrance through Stairs",-32.76547854,151.6182929,Train
559,Metford,NSW,"McCubbin  Cl, Entrance through Lift",-32.76536099,151.6181329,Train
560,Milsons Point,NSW,"Ennis Rd, Entrance through Ramp",-33.84579562,151.212403,Train
561,Milsons Point,NSW,"Alfred St, Entrance through Path",-33.84594618,151.2117195,Train
562,Mindaribba,NSW,"Tocal Rd, Entrance through Ramp",-32.66835055,151.5845537,Train
563,Minnamurra,NSW,"North St, Entrance through Ramp",-34.62633044,150.8530098,Train
564,Minto,NSW,"Minto Rd, Entrance through Stairs",-34.02750455,150.8426006,Train
565,Minto,NSW,"Minto Rd, Entrance through Lift",-34.02764472,150.8425642,Train
566,Minto,NSW,"Minto Rd, Entrance through Ramp",-34.02776996,150.8425506,Train
567,Minto,NSW,"Somerset St, Entrance through Stairs",-34.02722065,150.8423272,Train
568,Minto,NSW,"Somerset St, Entrance through Lift",-34.0274664,150.842237,Train
569,Minto,NSW,"Somerset St, Entrance through Ramp",-34.02769333,150.8422318,Train
570,Miranda,NSW,"Kiora Rd, Entrance through Stairs",-34.036075,151.1019708,Train
571,Miranda,NSW,"Kiora Rd, Entrance through Ramp",-34.036075,151.1019708,Train
572,Mittagong,NSW,"Railway Pde, Entrance through Stairs",-34.4526389,150.4483852,Train
573,Mittagong,NSW,"Regent St, Entrance through Stairs",-34.45240354,150.4483624,Train
574,Morisset,NSW,"Macquarie St, Entrance through Lift",-33.10903664,151.4882907,Train
575,Morisset,NSW,"Macquarie St, Entrance through Ramp",-33.1090292,151.4882497,Train
576,Morisset,NSW,"Dora St, Entrance through Lift",-33.10883807,151.4881562,Train
577,Morisset,NSW,"Macquarie St, Entrance through Stairs",-33.10907961,151.4881539,Train
578,Morisset,NSW,"Dora St, Entrance through Stairs",-33.10893132,151.48806,Train
579,Morisset,NSW,"Dora St, Entrance through Ramp",-33.10895092,151.4878847,Train
580,Mortdale,NSW,"Coleborne Ave, Entrance through Lift",-33.97112283,151.0810841,Train
581,Mortdale,NSW,"Coleborne Ave, Entrance through Stairs",-33.97123984,151.081009,Train
582,Mortdale,NSW,"Cook Lane, Entrance through Lift",-33.97104094,151.0808798,Train
583,Mortdale,NSW,"Cook Lane, Entrance through Stairs",-33.97116587,151.0808093,Train
584,Moss Vale,NSW,"Argyle St, Entrance through Path",-34.54838916,150.372103,Train
585,Moss Vale,NSW,"Lackey Rd, Entrance through Path",-34.54759291,150.3718707,Train
586,Mount Colah,NSW,"Pacific Hwy, Entrance through Stairs",-33.67129214,151.1150982,Train
587,Mount Druitt,NSW,"North Pde, Entrance through Ramp",-33.76905662,150.8203218,Train
588,Mount Druitt,NSW,"North Pde, Entrance through Stairs",-33.76888448,150.8203141,Train
589,Mount Druitt,NSW,"North Pde, Entrance through Lift",-33.76903287,150.8201866,Train
590,Mount Druitt,NSW,"North Pde, Entrance through Stairs",-33.76940294,150.820177,Train
591,Mount Druitt,NSW,"Beames Ave, Entrance through Lift",-33.76977783,150.8201693,Train
592,Mount Druitt,NSW,"North Pde, Entrance through Lift",-33.76941054,150.8201425,Train
593,Mount Druitt,NSW,"Beames Ave, Entrance through Ramp",-33.7699575,150.8201085,Train
594,Mount Druitt,NSW,"Beames Ave, Entrance through Stairs",-33.76975925,150.819919,Train
595,Mount Druitt,NSW,"North Pde, Entrance through Lift",-33.76885586,150.8198575,Train
596,Mount Druitt,NSW,"North Pde, Entrance through Stairs",-33.76903298,150.8197793,Train
597,Mount Druitt,NSW,"North Pde, Entrance through Stairs",-33.76883389,150.8195934,Train
598,Mount Kurring-gai,NSW,"Harwood Ave, Entrance through Stairs",-33.65382765,151.1370126,Train
599,Mount Kurring-gai,NSW,"Harwood Ave, Entrance through Ramp",-33.65382377,151.1369886,Train
600,Mount Kurring-gai,NSW,"Pacific Hwy, Entrance through Ramp",-33.65376948,151.1365683,Train
601,Mount Victoria,NSW,"Patrick St, Entrance through Stairs",-33.5882678,150.257054,Train
602,Mount Victoria,NSW,"Station St, Entrance through Stairs",-33.58817529,150.256825,Train
603,Mulgrave,NSW,"Mulgrave Rd, Entrance through Ramp",-33.62649899,150.8298983,Train
604,Museum,NSW,"Elizabeth St, Entrance through Stairs",-33.87493423,151.2098618,Train
605,Museum,NSW,"Elizabeth St, Entrance through Escalators",-33.87691361,151.209825,Train
606,Museum,NSW,"Elizabeth St, Entrance through Stairs",-33.87652945,151.2098063,Train
607,Museum,NSW,"Elizabeth St, Entrance through Lift",-33.87659188,151.2097343,Train
608,Museum,NSW,"Elizabeth St, Entrance through Escalators",-33.87482734,151.209529,Train
609,Museum,NSW,"Liverpool St, Entrance through Escalators",-33.87671276,151.2092181,Train
610,Museum,NSW,"Liverpool St, Entrance through Stairs",-33.87669845,151.2091949,Train
611,Muswellbrook,NSW,"Market St, Entrance through Ramp",-32.26744191,150.890863,Train
612,Muswellbrook,NSW,"Market St, Entrance through Stairs",-32.26758584,150.8908038,Train
613,Muswellbrook,NSW,"Market St, Entrance through Stairs",-32.26742612,150.8904619,Train
614,Narara,NSW,"Goonak Pde, Entrance through Path",-33.39478142,151.3445536,Train
615,Narara,NSW,"Narara Valley Dr, Entrance through Stairs",-33.39459444,151.3444334,Train
616,Narara,NSW,"Narara Valley Dr, Entrance through Path",-33.39460601,151.3444151,Train
617,Narwee,NSW,"Hannans Rd, Entrance through Path",-33.9475007,151.0707991,Train
618,Narwee,NSW,"Hurst Pl, Entrance through Path",-33.94783139,151.0706442,Train
619,Newcastle Interchange,NSW,"Hannell St, Entrance through Path",-32.92412867,151.7598672,Train
620,Newcastle Interchange,NSW,"Hannell St, Entrance through Path",-32.92443205,151.7596352,Train
621,Newcastle Interchange,NSW,"Charles St, Entrance through Path",-32.9239171,151.7593884,Train
622,Newcastle Interchange,NSW,"Cooper St, Entrance through Path",-32.92445674,151.7589509,Train
623,Newtown,NSW,"King St, Entrance through Lift",-33.89794821,151.1788919,Train
624,Newtown,NSW,"King St, Entrance through Ramp",-33.89787696,151.1788814,Train
625,Niagara Park,NSW,"Kathleen Morreau Rd, Entrance through Stairs",-33.38322824,151.3545729,Train
626,Niagara Park,NSW,"Washington Ave, Entrance through Stairs",-33.3830702,151.3544041,Train
627,Normanhurst,NSW,"Denman Pde, Entrance through Path",-33.72090894,151.0971516,Train
628,Normanhurst,NSW,"Malsbury Rd, Entrance through Path",-33.72064788,151.0969021,Train
629,North Ryde,NSW,"Delhi Rd, Entrance through Lift",-33.79455215,151.1379256,Train
630,North Ryde,NSW,"Delhi Rd, Entrance through Escalators",-33.79451462,151.1379238,Train
631,North Strathfield,NSW,"Queen St, Entrance through Stairs",-33.85916251,151.0885013,Train
632,North Strathfield,NSW,"Hamilton St, Entrance through Ramp",-33.8597069,151.0882075,Train
633,North Sydney,NSW,"Blue St, Entrance through Path",-33.84102219,151.2074984,Train
634,North Sydney,NSW,"Blue St, Entrance through Path",-33.84100344,151.2073747,Train
635,North Wollongong,NSW,"Station St, Entrance through Stairs",-34.41235075,150.891562,Train
636,North Wollongong,NSW,"Station St, Entrance through Path",-34.41211824,150.8915599,Train
637,North Wollongong,NSW,"Station St, Entrance through Lift",-34.41211138,150.8915284,Train
638,North Wollongong,NSW,"Porter St, Entrance through Lift",-34.41208516,150.8913613,Train
639,North Wollongong,NSW,"Porter St, Entrance through Path",-34.41208744,150.8913264,Train
640,North Wollongong,NSW,"Porter St, Entrance through Stairs",-34.41230685,150.8912482,Train
641,Noth Strathfield,NSW,"Pomeroy St, Entrance through Ramp",-33.85755734,151.0873986,Train
642,Oak Flats,NSW,"Stanford Dr, Entrance through Ramp",-34.57198187,150.8206117,Train
643,Oak Flats,NSW,"Stanford Dr, Entrance through Stairs",-34.57188882,150.8204536,Train
644,Oak Flats,NSW,"Stanford Dr, Entrance through Ramp",-34.57173048,150.8202085,Train
645,Oatley,NSW,"Oatley Pde, Entrance through Lift",-33.98022837,151.0792926,Train
646,Oatley,NSW,"River Rd, Entrance through Stairs",-33.98000494,151.0789686,Train
647,Oatley,NSW,"Mulga Rd, Entrance through Lift",-33.980259,151.0787615,Train
648,Olympic Park,NSW,"Park St, Entrance through Path",-33.8461115,151.070683,Train
649,Olympic Park,NSW,"Dawn Fraser Ave, Entrance through Path",-33.84647873,151.0702876,Train
650,Olympic Park,NSW,"Murray Rose Ave, Entrance through Path",-33.84608649,151.0700814,Train
651,Olympic Park,NSW,"Dawn Fraser Ave, Entrance through Path",-33.84656636,151.0700461,Train
652,Olympic Park,NSW,"Murray Rose Ave, Entrance through Stairs",-33.84617394,151.0698287,Train
653,Olympic Park,NSW,"Dawn Fraser Ave, Entrance through Stairs",-33.84670627,151.0695564,Train
654,Olympic Park,NSW,"Murray Rose Ave, Entrance through Ramp",-33.84634363,151.0694956,Train
655,Olympic Park,NSW,"Dawn Fraser Ave, Entrance through Path",-33.84678557,151.0694563,Train
656,Olympic Park,NSW,"Murray Rose Ave, Entrance through Stairs",-33.84639347,151.0693911,Train
657,Olympic Park,NSW,"Murray Rose Ave, Entrance through Lift",-33.84639439,151.0692489,Train
658,Olympic Park,NSW,"Dawn Fraser Ave, Entrance through Path",-33.84686907,151.0692157,Train
659,Olympic Park,NSW,"Murray Rose Ave, Entrance through Stairs",-33.84647994,151.0690066,Train
660,Olympic Park,NSW,"Showground Rd, Entrance through Path",-33.84698401,151.0682717,Train
661,Otford,NSW,"Lady Carrington  Rd, Entrance through Stairs",-34.21052602,151.0059083,Train
662,Otford,NSW,"Lady Carrington  Rd, Entrance through Ramp",-34.21072283,151.0055213,Train
663,Otford,NSW,"Station Rd, Entrance through Stairs",-34.21109272,151.0055047,Train
664,Ourimbah,NSW,"Mill St, Entrance through Stairs",-33.35965695,151.3702768,Train
665,Ourimbah,NSW,"Mill St, Entrance through Ramp",-33.35955493,151.3701089,Train
666,Ourimbah,NSW,"Station St, Entrance through Path",-33.35969505,151.3697508,Train
667,Ourimbah,NSW,"Station St, Entrance through Path",-33.35937321,151.3697352,Train
668,Paddy's Markets,NSW,"Hay St, Entrance through Path",-33.87925467,151.2027407,Train
669,Paddy's Markets,NSW,"Hay St, Entrance through Path",-33.87933704,151.2026206,Train
670,Padstow,NSW,"Banks St, Entrance through Path",-33.95168459,151.0323447,Train
671,Padstow,NSW,"Howard Rd, Entrance through Ramp",-33.9520945,151.0320242,Train
672,Padstow,NSW,"Memorial Dr, Entrance through Ramp",-33.95176466,151.0319792,Train
673,Padstow,NSW,"Memorial Dr, Entrance through Path",-33.95200543,151.0319661,Train
674,Padstow,NSW,"Memorial Dr, Entrance through Stairs",-33.95170664,151.0319304,Train
675,Panania,NSW,"Anderson Ave, Entrance through Ramp",-33.95413352,150.9982975,Train
676,Panania,NSW,"Weston St, Entrance through Ramp",-33.95440402,150.998267,Train
677,Parramatta,NSW,"Station St, Entrance through Stairs",-33.8178785,151.0063215,Train
678,Parramatta,NSW,"Liverpool-Parramatta T-way, Entrance through Lift",-33.81823772,151.0059293,Train
679,Parramatta,NSW,"Liverpool-Parramatta T-way, Entrance through Stairs",-33.81819896,151.0058847,Train
680,Parramatta,NSW,"Liverpool-Parramatta T-way, Entrance through Stairs",-33.81753109,151.005003,Train
681,Parramatta,NSW,"Darcy St, Entrance through Lift",-33.81707893,151.0049168,Train
682,Parramatta,NSW,"Liverpool-Parramatta T-way, Entrance through Lift",-33.81737628,151.0046956,Train
683,Parramatta,NSW,"Darcy St, Entrance through Stairs",-33.81698089,151.0046804,Train
684,Parramatta,NSW,"Liverpool-Parramatta T-way, Entrance through Escalators",-33.81757268,151.0045096,Train
685,Parramatta,NSW,"Liverpool-Parramatta T-way, Entrance through Stairs",-33.8172046,151.0044433,Train
686,Paterson,NSW,"Main St, Entrance through Stairs",-32.60237058,151.6147645,Train
687,Pendle Hill,NSW,"Wentworth Ave, Entrance through Ramp",-33.80167682,150.9570035,Train
688,Pendle Hill,NSW,"Wentworth Ave, Entrance through Stairs",-33.80127175,150.956549,Train
689,Pendle Hill,NSW,"Joyce St, Entrance through Ramp",-33.80135205,150.9559293,Train
690,Pendle Hill,NSW,"Joyce St, Entrance through Path",-33.80130891,150.9558506,Train
691,Pennant Hills,NSW,"Railway St, Entrance through Stairs",-33.7379301,151.0727775,Train
692,Pennant Hills,NSW,"Railway St, Entrance through Lift",-33.73795586,151.0726265,Train
693,Pennant Hills,NSW,"Yarrara Rd, Entrance through Path",-33.73771583,151.0726063,Train
694,Pennant Hills,NSW,"Yarrara Rd, Entrance through Stairs",-33.73772306,151.0725732,Train
695,Pennant Hills,NSW,"Railway St, Entrance through Ramp",-33.73816108,151.0725647,Train
696,Pennant Hills,NSW,"Yarrara Rd, Entrance through Lift",-33.73786579,151.0724987,Train
697,Penrith,NSW,"Combewood Ave, Entrance through Stairs",-33.74985862,150.6965761,Train
698,Penrith,NSW,"Combewood Ave, Entrance through Lift",-33.74985115,150.6965045,Train
699,Penrith,NSW,"Jane St, Entrance through Stairs",-33.75029054,150.6964713,Train
700,Penrith,NSW,"Jane St, Entrance through Lift",-33.75028162,150.6964333,Train
701,Penrith,NSW,"Jane St, Entrance through Stairs",-33.75018886,150.6961967,Train
702,Penrose,NSW,"Penrose Rd, Entrance through Path",-34.67230549,150.2122744,Train
703,Penrose,NSW,"Kareela Rd, Entrance through Path",-34.6721605,150.212086,Train
704,Penshurst,NSW,"Bridge Rd, Entrance through Stairs",-33.96608121,151.0888374,Train
705,Penshurst,NSW,"Laycock Rd, Entrance through Ramp",-33.96633248,151.088801,Train
706,Penshurst,NSW,"Laycock Rd, Entrance through Stairs",-33.96631991,151.0887138,Train
707,Penshurst,NSW,"Bridge Rd, Entrance through Lift",-33.96609707,151.0886682,Train
708,Petersham,NSW,"Trafalgar St, Entrance through Stairs",-33.89402275,151.1557675,Train
709,Petersham,NSW,"Terminus St, Entrance through Stairs",-33.8936064,151.1555418,Train
710,Picton,NSW,"Prince St, Entrance through Stairs",-34.17964863,150.612881,Train
711,Picton,NSW,"Station St, Entrance through Stairs",-34.17927875,150.6127309,Train
712,Picton,NSW,"Prince St, Entrance through Stairs",-34.17968277,150.6127042,Train
