District_Id,State_code,Suburb,Address,Lattitude,Longitude
2863,NSW,Woodlawn,"New South Wales, Sydney, Postcode-2480",-28.76431,153.317962
2864,NSW,Wyrallah,"New South Wales, Sydney, Postcode-2480",-28.888172,153.299755
2865,NSW,Broken Head,"New South Wales, Sydney, Postcode-2481",-28.717235,153.592296
2866,NSW,Byron Bay,"New South Wales, Sydney, Postcode-2481",-28.643387,153.612224
2867,NSW,Ewingsdale,"New South Wales, Sydney, Postcode-2481",-28.637032,153.557753
2868,NSW,Myocum,"New South Wales, Sydney, Postcode-2481",-28.576877,153.503992
2869,NSW,Skinners Shoot,"New South Wales, Sydney, Postcode-2481",-28.669029,153.581417
2870,NSW,Suffolk Park,"New South Wales, Sydney, Postcode-2481",-28.689842,153.610159
2871,NSW,Talofa,"New South Wales, Sydney, Postcode-2481",-28.674223,153.55987
2872,NSW,Tyagarah,"New South Wales, Sydney, Postcode-2481",-28.604443,153.556171
2873,NSW,Goonengerry,"New South Wales, Sydney, Postcode-2482",-28.61079,153.439674
2874,NSW,Huonbrook,"New South Wales, Sydney, Postcode-2482",-28.550966,153.371552
2875,NSW,Koonyum Range,"New South Wales, Sydney, Postcode-2482",-28.545706,153.412086
2876,NSW,Main Arm,"New South Wales, Sydney, Postcode-2482",-28.504921,153.433711
2877,NSW,Montecollum,"New South Wales, Sydney, Postcode-2482",-28.589092,153.464352
2878,NSW,Mullumbimby,"New South Wales, Sydney, Postcode-2482",-28.553161,153.499637
2879,NSW,Mullumbimby Creek,"New South Wales, Sydney, Postcode-2482",-28.558202,153.46472
2880,NSW,Palmwoods,"New South Wales, Sydney, Postcode-2482",-28.503448,153.419964
2881,NSW,Upper Coopers Creek,"New South Wales, Sydney, Postcode-2482",-28.604272,153.400529
2882,NSW,Upper Main Arm,"New South Wales, Sydney, Postcode-2482",-28.493455,153.398364
2883,NSW,Upper Wilsons Creek,"New South Wales, Sydney, Postcode-2482",-28.548018,153.389519
2884,NSW,Wanganui,"New South Wales, Sydney, Postcode-2482",-28.558773,153.379494
2885,NSW,Wilsons Creek,"New South Wales, Sydney, Postcode-2482",-28.571576,153.426779
2886,NSW,Billinudgel,"New South Wales, Sydney, Postcode-2483",-28.504114,153.528274
2887,NSW,Brunswick Heads,"New South Wales, Sydney, Postcode-2483",-28.53899,153.548253
2888,NSW,Burringbar,"New South Wales, Sydney, Postcode-2483",-28.434333,153.471284
2889,NSW,Crabbes Creek,"New South Wales, Sydney, Postcode-2483",-28.45672,153.496802
2890,NSW,Middle Pocket,"New South Wales, Sydney, Postcode-2483",-28.493352,153.48262
2891,NSW,Mooball,"New South Wales, Sydney, Postcode-2483",-28.441829,153.484436
2892,NSW,New Brighton,"New South Wales, Sydney, Postcode-2483",-28.509358,153.549644
2893,NSW,Ocean Shores,"New South Wales, Sydney, Postcode-2483",-28.527523,153.543921
2894,NSW,Sleepy Hollow,"New South Wales, Sydney, Postcode-2483",-28.418023,153.52039
2895,NSW,South Golden Beach,"New South Wales, Sydney, Postcode-2483",-28.501252,153.543567
2896,NSW,The Pocket,"New South Wales, Sydney, Postcode-2483",-28.505569,153.486046
2897,NSW,Upper Burringbar,"New South Wales, Sydney, Postcode-2483",-28.44671,153.432836
2898,NSW,Wooyung,"New South Wales, Sydney, Postcode-2483",-28.455809,153.542861
2899,NSW,Yelgun,"New South Wales, Sydney, Postcode-2483",-28.476032,153.512834
2900,NSW,Back Creek,"New South Wales, Sydney, Postcode-2484",-28.40351,153.171821
2901,NSW,Bray Park,"New South Wales, Sydney, Postcode-2484",-28.343531,153.375835
2902,NSW,Brays Creek,"New South Wales, Sydney, Postcode-2484",-28.397509,153.195487
2903,NSW,Byangum,"New South Wales, Sydney, Postcode-2484",-28.361173,153.38515
2904,NSW,Byrrill Creek,"New South Wales, Sydney, Postcode-2484",-28.442628,153.226866
2905,NSW,Cedar Creek,"New South Wales, Sydney, Postcode-2484",-28.421186,153.260434
2906,NSW,Chillingham,"New South Wales, Sydney, Postcode-2484",-28.31412,153.277703
2907,NSW,Chowan Creek,"New South Wales, Sydney, Postcode-2484",-28.445067,153.361312
2908,NSW,Clothiers Creek,"New South Wales, Sydney, Postcode-2484",-28.331143,153.491516
2909,NSW,Commissioners Creek,"New South Wales, Sydney, Postcode-2484",-28.488987,153.319128
2910,NSW,Condong,"New South Wales, Sydney, Postcode-2484",-28.316754,153.433785
2911,NSW,Crystal Creek,"New South Wales, Sydney, Postcode-2484",-28.317936,153.331296
2912,NSW,Cudgera Creek,"New South Wales, Sydney, Postcode-2484",-28.389956,153.519525
2913,NSW,Doon Doon,"New South Wales, Sydney, Postcode-2484",-28.503913,153.305693
2914,NSW,Dulguigan,"New South Wales, Sydney, Postcode-2484",-28.27924,153.432854
2915,NSW,Dum Dum,"New South Wales, Sydney, Postcode-2484",-28.387826,153.334075
2916,NSW,Dunbible,"New South Wales, Sydney, Postcode-2484",-28.382536,153.401834
2917,NSW,Dungay,"New South Wales, Sydney, Postcode-2484",-28.276213,153.369429
2918,NSW,Eungella,"New South Wales, Sydney, Postcode-2484",-28.353761,153.311519
2919,NSW,Eviron,"New South Wales, Sydney, Postcode-2484",-28.31156,153.495268
2920,NSW,Farrants Hill,"New South Wales, Sydney, Postcode-2484",-28.316723,153.485658
2921,NSW,Fernvale,"New South Wales, Sydney, Postcode-2484",-28.370325,153.436264
2922,NSW,Hopkins Creek,"New South Wales, Sydney, Postcode-2484",-28.292754,153.248931
2923,NSW,Kielvale,"New South Wales, Sydney, Postcode-2484",-28.338259,153.449252
2924,NSW,Kunghur,"New South Wales, Sydney, Postcode-2484",-28.470233,153.253382
2925,NSW,Kunghur Creek,"New South Wales, Sydney, Postcode-2484",-28.497765,153.23992
2926,NSW,Kynnumboon,"New South Wales, Sydney, Postcode-2484",-28.308141,153.379519
2927,NSW,Limpinwood,"New South Wales, Sydney, Postcode-2484",-28.311619,153.222706
2928,NSW,Mebbin,"New South Wales, Sydney, Postcode-2484",-28.445977,153.184545
2929,NSW,Midginbil,"New South Wales, Sydney, Postcode-2484",-28.481272,153.271526
2930,NSW,Mount Burrell,"New South Wales, Sydney, Postcode-2484",-28.498824,153.192669
2931,NSW,Mount Warning,"New South Wales, Sydney, Postcode-2484",-28.393503,153.282608
2932,NSW,Murwillumbah,"New South Wales, Sydney, Postcode-2484",-28.32641,153.395975
2933,NSW,Murwillumbah South,"New South Wales, Sydney, Postcode-2484",-28.32897,153.400759
2934,NSW,Nobbys Creek,"New South Wales, Sydney, Postcode-2484",-28.312013,153.34435
2935,NSW,North Arm,"New South Wales, Sydney, Postcode-2484",-28.332985,153.35095
2936,NSW,Numinbah,"New South Wales, Sydney, Postcode-2484",-28.276838,153.253377
2937,NSW,Nunderi,"New South Wales, Sydney, Postcode-2484",-28.322491,153.455223
2938,NSW,Palmvale,"New South Wales, Sydney, Postcode-2484",-28.375057,153.481007
2939,NSW,Pumpenbil,"New South Wales, Sydney, Postcode-2484",-28.366548,153.173219
2940,NSW,Reserve Creek,"New South Wales, Sydney, Postcode-2484",-28.354608,153.484093
2941,NSW,Round Mountain,"New South Wales, Sydney, Postcode-2484",-28.36206,153.549795
2942,NSW,Rowlands Creek,"New South Wales, Sydney, Postcode-2484",-28.435493,153.342145
2943,NSW,Smiths Creek,"New South Wales, Sydney, Postcode-2484",-28.421193,153.376275
2944,NSW,South Murwillumbah,"New South Wales, Sydney, Postcode-2484",-28.32897,153.400759
2945,NSW,Stokers Siding,"New South Wales, Sydney, Postcode-2484",-28.393503,153.403631
2946,NSW,Terragon,"New South Wales, Sydney, Postcode-2484",-28.433879,153.292969
2947,NSW,Tomewin,"New South Wales, Sydney, Postcode-2484",-28.243793,153.376209
2948,NSW,Tyalgum,"New South Wales, Sydney, Postcode-2484",-28.356753,153.207283
2949,NSW,Tyalgum Creek,"New South Wales, Sydney, Postcode-2484",-28.346657,153.160681
2950,NSW,Tygalgah,"New South Wales, Sydney, Postcode-2484",-28.311571,153.410299
2951,NSW,Uki,"New South Wales, Sydney, Postcode-2484",-28.413908,153.336649
2952,NSW,Upper Crystal Creek,"New South Wales, Sydney, Postcode-2484",-28.282291,153.303819
2953,NSW,Urliup,"New South Wales, Sydney, Postcode-2484",-28.257434,153.398923
2954,NSW,Wardrop Valley,"New South Wales, Sydney, Postcode-2484",-28.359815,153.443679
2955,NSW,Tweed Heads,"New South Wales, Tweed Heads, Postcode-2485",-28.177537,153.538538
2956,NSW,Tweed Heads West,"New South Wales, Tweed Heads, Postcode-2485",-28.195403,153.505049
2957,NSW,Banora Point,"New South Wales, Sydney, Postcode-2486",-28.213363,153.535999
2958,NSW,Bilambil,"New South Wales, Sydney, Postcode-2486",-28.227162,153.467794
2959,NSW,Bilambil Heights,"New South Wales, Sydney, Postcode-2486",-28.212553,153.490119
2960,NSW,Bungalora,"New South Wales, Sydney, Postcode-2486",-28.249472,153.479427
2961,NSW,Carool,"New South Wales, Sydney, Postcode-2486",-28.230291,153.419146
2962,NSW,Cobaki,"New South Wales, Sydney, Postcode-2486",-28.200389,153.459785
2963,NSW,Cobaki Lakes,"New South Wales, Sydney, Postcode-2486",-28.175328,153.471389
2964,NSW,Duroby,"New South Wales, Sydney, Postcode-2486",-28.240207,153.474038
2965,NSW,Glengarrie,"New South Wales, Sydney, Postcode-2486",-28.229223,153.402315
2966,NSW,Piggabeen,"New South Wales, Sydney, Postcode-2486",-28.192191,153.465229
2967,NSW,Terranora,"New South Wales, Sydney, Postcode-2486",-28.240724,153.502795
2968,NSW,Tweed Heads South,"New South Wales, Tweed Heads, Postcode-2486",-28.198486,153.543747
2969,NSW,Upper Duroby,"New South Wales, Sydney, Postcode-2486",-28.244816,153.44385
2970,NSW,Casuarina,"New South Wales, Sydney, Postcode-2487",-28.296652,153.571274
2971,NSW,Chinderah,"New South Wales, Sydney, Postcode-2487",-28.237776,153.561345
2972,NSW,Cudgen,"New South Wales, Sydney, Postcode-2487",-28.2628,153.55721
2973,NSW,Duranbah,"New South Wales, Sydney, Postcode-2487",-28.307575,153.518474
2974,NSW,Fingal Head,"New South Wales, Sydney, Postcode-2487",-28.204156,153.565709
2975,NSW,Kings Forest,"New South Wales, Sydney, Postcode-2487",-28.28825,153.563359
2976,NSW,Kingscliff,"New South Wales, Sydney, Postcode-2487",-28.254719,153.575638
2977,NSW,Stotts Creek,"New South Wales, Sydney, Postcode-2487",-28.278516,153.516166
2978,NSW,Bogangar,"New South Wales, Sydney, Postcode-2488",-28.332381,153.542241
2979,NSW,Cabarita Beach,"New South Wales, Sydney, Postcode-2488",-28.332149,153.569695
2980,NSW,Tanglewood,"New South Wales, Sydney, Postcode-2488",-28.329062,153.548995
2981,NSW,Hastings Point,"New South Wales, Sydney, Postcode-2489",-28.361966,153.576246
2982,NSW,Pottsville,"New South Wales, Sydney, Postcode-2489",-28.379066,153.56855
2983,NSW,North Tumbulgum,"New South Wales, Sydney, Postcode-2490",-28.26807,153.470406
2984,NSW,Tumbulgum,"New South Wales, Sydney, Postcode-2490",-28.274366,153.461116
2985,NSW,Coniston,"New South Wales, Wollongong , Postcode-2500",-34.436545,150.885559
2986,NSW,Gwynneville,"New South Wales, Wollongong , Postcode-2500",-34.416506,150.885131
2987,NSW,Keiraville,"New South Wales, Wollongong , Postcode-2500",-34.414626,150.872238
2988,NSW,Mangerton,"New South Wales, Wollongong , Postcode-2500",-34.431722,150.871873
2989,NSW,Mount Keira,"New South Wales, Wollongong , Postcode-2500",-34.395938,150.845276
2990,NSW,Mount Saint Thomas,"New South Wales, Wollongong , Postcode-2500",-34.442905,150.87392
2991,NSW,North Wollongong,"New South Wales, Wollongong , Postcode-2500",-34.41436,150.895575
2992,NSW,Spring Hill,"New South Wales, Wollongong , Postcode-2500",-34.454771,150.873656
2993,NSW,West Wollongong,"New South Wales, Wollongong , Postcode-2500",-34.424649,150.867207
2994,NSW,Wollongong,"New South Wales, Wollongong , Postcode-2500",-34.425878,150.899818
2995,NSW,Wollongong West,"New South Wales, Wollongong , Postcode-2500",-34.424649,150.867207
2996,NSW,Cringila,"New South Wales, Wollongong , Postcode-2502",-34.471575,150.871375
2997,NSW,Lake Heights,"New South Wales, Wollongong , Postcode-2502",-34.481581,150.872531
2998,NSW,Primbee,"New South Wales, Wollongong , Postcode-2502",-34.500655,150.881602
2999,NSW,Warrawong,"New South Wales, Wollongong , Postcode-2502",-34.484382,150.887467
3000,NSW,Kemblawarra,"New South Wales, Wollongong , Postcode-2505",-34.493252,150.892832
3001,NSW,Port Kembla,"New South Wales, Wollongong , Postcode-2505",-34.479473,150.901651
3002,NSW,Berkeley,"New South Wales, Wollongong , Postcode-2506",-34.481408,150.844147
3003,NSW,Coalcliff,"New South Wales, Wollongong , Postcode-2508",-34.243453,150.976081
3004,NSW,Darkes Forest,"New South Wales, Wollongong , Postcode-2508",-34.214374,150.950643
3005,NSW,Helensburgh,"New South Wales, Wollongong , Postcode-2508",-34.190675,150.981985
3006,NSW,Lilyvale,"New South Wales, Wollongong , Postcode-2508",-34.196076,151.011359
3007,NSW,Maddens Plains,"New South Wales, Wollongong , Postcode-2508",-34.274844,150.940312
3008,NSW,Otford,"New South Wales, Wollongong , Postcode-2508",-34.213259,151.003235
3009,NSW,Stanwell Park,"New South Wales, Wollongong , Postcode-2508",-34.226019,150.986148
3010,NSW,Stanwell Tops,"New South Wales, Wollongong , Postcode-2508",-34.22077,150.976159
3011,NSW,Woronora Dam,"New South Wales, Wollongong , Postcode-2508",-34.111532,150.934492
3012,NSW,Austinmer,"New South Wales, Wollongong , Postcode-2515",-34.306283,150.934563
3013,NSW,Clifton,"New South Wales, Wollongong , Postcode-2515",-34.259407,150.968883
3014,NSW,Coledale,"New South Wales, Wollongong , Postcode-2515",-34.288282,150.947401
3015,NSW,Scarborough,"New South Wales, Wollongong , Postcode-2515",-34.268351,150.962389
3016,NSW,Thirroul,"New South Wales, Wollongong , Postcode-2515",-34.314739,150.923793
3017,NSW,Wombarra,"New South Wales, Wollongong , Postcode-2515",-34.277848,150.954245
3018,NSW,Bulli,"New South Wales, Wollongong , Postcode-2516",-34.333861,150.913281
3019,NSW,Russell Vale,"New South Wales, Wollongong , Postcode-2517",-34.358093,150.900783
3020,NSW,Woonona,"New South Wales, Wollongong , Postcode-2517",-34.340967,150.906779
3021,NSW,Woonona East,"New South Wales, Wollongong , Postcode-2517",-34.34915,150.914167
3022,NSW,Bellambi,"New South Wales, Wollongong , Postcode-2518",-34.365911,150.910756
3023,NSW,Corrimal,"New South Wales, Wollongong , Postcode-2518",-34.371151,150.897239
3024,NSW,Corrimal East,"New South Wales, Wollongong , Postcode-2518",-34.376363,150.91118
3025,NSW,East Corrimal,"New South Wales, Wollongong , Postcode-2518",-34.376363,150.91118
3026,NSW,Tarrawanna,"New South Wales, Wollongong , Postcode-2518",-34.381864,150.887815
3027,NSW,Towradgi,"New South Wales, Wollongong , Postcode-2518",-34.384433,150.90676
3028,NSW,Balgownie,"New South Wales, Wollongong , Postcode-2519",-34.38859,150.877689
3029,NSW,Fairy Meadow,"New South Wales, Wollongong , Postcode-2519",-34.399879,150.891874
3030,NSW,Fernhill,"New South Wales, Wollongong , Postcode-2519",-34.383602,150.88676
3031,NSW,Mount Ousley,"New South Wales, Wollongong , Postcode-2519",-34.402376,150.886719
3032,NSW,Mount Pleasant,"New South Wales, Wollongong , Postcode-2519",-34.39666,150.863798
3033,NSW,Reidtown,"New South Wales, Wollongong , Postcode-2519",-34.388885,150.893891
3034,NSW,Wollongong,"New South Wales, Wollongong , Postcode-2520",-33.937789,151.139594
3035,NSW,University Of Wollongong,"New South Wales, Wollongong , Postcode-2522",-34.405103,150.877805
3036,NSW,Figtree,"New South Wales, Wollongong , Postcode-2525",-34.435686,150.861241
3037,NSW,Cordeaux,"New South Wales, Wollongong , Postcode-2526",-34.380765,150.77681
3038,NSW,Cordeaux Heights,"New South Wales, Wollongong , Postcode-2526",-34.439801,150.838399
3039,NSW,Dombarton,"New South Wales, Wollongong , Postcode-2526",-34.456405,150.770419
3040,NSW,Farmborough Heights,"New South Wales, Wollongong , Postcode-2526",-34.454004,150.819944
3041,NSW,Kembla Grange,"New South Wales, Wollongong , Postcode-2526",-34.47078,150.808912
3042,NSW,Kembla Heights,"New South Wales, Wollongong , Postcode-2526",-34.433149,150.805941
3043,NSW,Mount Kembla,"New South Wales, Wollongong , Postcode-2526",-34.432799,150.820503
3044,NSW,Unanderra,"New South Wales, Wollongong , Postcode-2526",-34.454624,150.845093
3045,NSW,Albion Park,"New South Wales, Wollongong , Postcode-2527",-34.570722,150.775031
3046,NSW,Albion Park Rail,"New South Wales, Wollongong , Postcode-2527",-34.560838,150.79575
3047,NSW,Calderwood,"New South Wales, Wollongong , Postcode-2527",-34.552252,150.707252
3048,NSW,Croom,"New South Wales, Wollongong , Postcode-2527",-34.586574,150.837991
3049,NSW,North Macquarie,"New South Wales, Wollongong , Postcode-2527",-34.572232,150.741423
3050,NSW,Tongarra,"New South Wales, Wollongong , Postcode-2527",-34.579673,150.705668
3051,NSW,Tullimbar,"New South Wales, Wollongong , Postcode-2527",-34.577122,150.739102
3052,NSW,Yellow Rock,"New South Wales, Wollongong , Postcode-2527",-34.597473,150.731413
3053,NSW,Barrack Heights,"New South Wales, Wollongong , Postcode-2528",-34.565203,150.857066
3054,NSW,Barrack Point,"New South Wales, Wollongong , Postcode-2528",-34.563249,150.867375
3055,NSW,Lake Illawarra,"New South Wales, Wollongong , Postcode-2528",-34.546473,150.85695
3056,NSW,Mount Warrigal,"New South Wales, Wollongong , Postcode-2528",-34.551856,150.843468
3057,NSW,Warilla,"New South Wales, Wollongong , Postcode-2528",-34.552573,150.85995
3058,NSW,Windang,"New South Wales, Wollongong , Postcode-2528",-34.52994,150.869145
3059,NSW,Blackbutt,"New South Wales, Wollongong , Postcode-2529",-34.56896,150.834695
3060,NSW,Dunmore,"New South Wales, Wollongong , Postcode-2529",-34.606223,150.840676
3061,NSW,Flinders,"New South Wales, Wollongong , Postcode-2529",-34.579836,150.844828
3062,NSW,Oak Flats,"New South Wales, Wollongong , Postcode-2529",-34.564933,150.819334
3063,NSW,Shell Cove,"New South Wales, Wollongong , Postcode-2529",-34.588201,150.872594
3064,NSW,Shellharbour,"New South Wales, Wollongong , Postcode-2529",-34.579035,150.867929
3065,NSW,Shellharbour City Centre,"New South Wales, Wollongong , Postcode-2529",-34.564922,150.836628
3066,NSW,Avondale,"New South Wales, Wollongong , Postcode-2530",-34.514177,150.733774
3067,NSW,Brownsville,"New South Wales, Wollongong , Postcode-2530",-34.485644,150.806211
3068,NSW,Cleveland,"New South Wales, Wollongong , Postcode-2530",-34.501885,150.772708
3069,NSW,Dapto,"New South Wales, Wollongong , Postcode-2530",-34.494001,150.793006
3070,NSW,Haywards Bay,"New South Wales, Wollongong , Postcode-2530",-34.540289,150.787364
3071,NSW,Horsley,"New South Wales, Wollongong , Postcode-2530",-34.489605,150.766762
3072,NSW,Huntley,"New South Wales, Wollongong , Postcode-2530",-34.507423,150.714224
3073,NSW,Kanahooka,"New South Wales, Wollongong , Postcode-2530",-34.49448,150.808964
3074,NSW,Koonawarra,"New South Wales, Wollongong , Postcode-2530",-34.502196,150.807052
3075,NSW,Marshall Mount,"New South Wales, Wollongong , Postcode-2530",-34.545128,150.745585
3076,NSW,Penrose,"New South Wales, Wollongong , Postcode-2530",-34.512613,150.778141
3077,NSW,Wongawilli,"New South Wales, Wollongong , Postcode-2530",-34.480002,150.758765
3078,NSW,Yallah,"New South Wales, Wollongong , Postcode-2530",-34.537777,150.780648
3079,NSW,Bombo,"New South Wales, Sydney, Postcode-2533",-34.656396,150.854028
3080,NSW,Curramore,"New South Wales, Sydney, Postcode-2533",-34.621117,150.782884
3081,NSW,Jamberoo,"New South Wales, Sydney, Postcode-2533",-34.648419,150.776595
3082,NSW,Jerrara,"New South Wales, Sydney, Postcode-2533",-34.669926,150.818519
3083,NSW,Kiama,"New South Wales, Sydney, Postcode-2533",-34.671676,150.856703
3084,NSW,Kiama Downs,"New South Wales, Sydney, Postcode-2533",-34.645131,150.851208
3085,NSW,Kiama Heights,"New South Wales, Sydney, Postcode-2533",-34.697929,150.843492
3086,NSW,Minnamurra,"New South Wales, Sydney, Postcode-2533",-34.627871,150.855113
3087,NSW,Saddleback Mountain,"New South Wales, Sydney, Postcode-2533",-34.699264,150.803589
3088,NSW,Foxground,"New South Wales, Sydney, Postcode-2534",-34.727084,150.768404
3089,NSW,Gerringong,"New South Wales, Sydney, Postcode-2534",-34.745549,150.827497
3090,NSW,Gerroa,"New South Wales, Sydney, Postcode-2534",-34.770171,150.815611
3091,NSW,Rose Valley,"New South Wales, Sydney, Postcode-2534",-34.723847,150.814893
3092,NSW,Toolijooa,"New South Wales, Sydney, Postcode-2534",-34.755583,150.780909
3093,NSW,Werri Beach,"New South Wales, Sydney, Postcode-2534",-34.734083,150.832547
3094,NSW,Willow Vale,"New South Wales, Sydney, Postcode-2534",-34.737647,150.794731
3095,NSW,Back Forest,"New South Wales, Sydney, Postcode-2535",-34.853655,150.678507
3096,NSW,Bellawongarah,"New South Wales, Sydney, Postcode-2535",-34.763894,150.626431
3097,NSW,Berry,"New South Wales, Sydney, Postcode-2535",-34.775494,150.696595
3098,NSW,Berry Mountain,"New South Wales, Sydney, Postcode-2535",-34.76421,150.653537
3099,NSW,Brogers Creek,"New South Wales, Sydney, Postcode-2535",-34.707978,150.686381
3100,NSW,Broughton,"New South Wales, Sydney, Postcode-2535",-34.761853,150.735343
3101,NSW,Broughton Vale,"New South Wales, Sydney, Postcode-2535",-34.757278,150.708686
3102,NSW,Broughton Village,"New South Wales, Sydney, Postcode-2535",-34.741987,150.761619
3103,NSW,Budderoo,"New South Wales, Sydney, Postcode-2535",-34.662214,150.662882
3104,NSW,Bundewallah,"New South Wales, Sydney, Postcode-2535",-34.754964,150.664195
3105,NSW,Coolangatta,"New South Wales, Sydney, Postcode-2535",-34.854208,150.726361
3106,NSW,Far Meadow,"New South Wales, Sydney, Postcode-2535",-34.822063,150.720449
3107,NSW,Jaspers Brush,"New South Wales, Sydney, Postcode-2535",-34.803323,150.657592
3108,NSW,Shoalhaven Heads,"New South Wales, Nowra, Postcode-2535",-34.85145,150.745254
3109,NSW,Wattamolla,"New South Wales, Sydney, Postcode-2535",-34.735931,150.622766
3110,NSW,Woodhill,"New South Wales, Sydney, Postcode-2535",-34.726147,150.67505
3111,NSW,Batehaven,"New South Wales, Sydney, Postcode-2536",-35.73211,150.199539
3112,NSW,Batemans Bay,"New South Wales, Sydney, Postcode-2536",-35.708152,150.174704
3113,NSW,Benandarah,"New South Wales, Sydney, Postcode-2536",-35.660936,150.228251
3114,NSW,Bimbimbie,"New South Wales, Sydney, Postcode-2536",-35.815395,150.128745
3115,NSW,Buckenbowra,"New South Wales, Sydney, Postcode-2536",-35.769462,150.065754
3116,NSW,Catalina,"New South Wales, Sydney, Postcode-2536",-35.723476,150.192552
3117,NSW,Currowan,"New South Wales, Sydney, Postcode-2536",-35.559823,150.167187
3118,NSW,Denhams Beach,"New South Wales, Sydney, Postcode-2536",-35.747722,150.213231
3119,NSW,Depot Beach,"New South Wales, Sydney, Postcode-2536",-35.628728,150.322963
3120,NSW,Durras North,"New South Wales, Sydney, Postcode-2536",-35.627699,150.310957
3121,NSW,East Lynne,"New South Wales, Sydney, Postcode-2536",-35.578817,150.258877
3122,NSW,Guerilla Bay,"New South Wales, Sydney, Postcode-2536",-35.826392,150.218066
3123,NSW,Jeremadra,"New South Wales, Sydney, Postcode-2536",-35.809125,150.136599
3124,NSW,Lilli Pilli,"New South Wales, Sydney, Postcode-2536",-35.773317,150.225056
3125,NSW,Long Beach,"New South Wales, Sydney, Postcode-2536",-35.698892,150.234429
3126,NSW,Maloneys Beach,"New South Wales, Sydney, Postcode-2536",-35.705933,150.247977
3127,NSW,Malua Bay,"New South Wales, Sydney, Postcode-2536",-35.783334,150.232071
3128,NSW,Mogo,"New South Wales, Sydney, Postcode-2536",-35.784009,150.142104
3129,NSW,Nelligen,"New South Wales, Sydney, Postcode-2536",-35.647438,150.141482
3130,NSW,North Batemans Bay,"New South Wales, Sydney, Postcode-2536",-35.700315,150.183191
3131,NSW,Pebbly Beach,"New South Wales, Sydney, Postcode-2536",-35.600337,150.332855
3132,NSW,Rosedale,"New South Wales, Sydney, Postcode-2536",-35.818606,150.219889
3133,NSW,Runnyford,"New South Wales, Sydney, Postcode-2536",-35.716924,150.113917
3134,NSW,South Durras,"New South Wales, Sydney, Postcode-2536",-35.650988,150.295026
3135,NSW,Sunshine Bay,"New South Wales, Sydney, Postcode-2536",-35.741606,150.20909
3136,NSW,Surf Beach,"New South Wales, Sydney, Postcode-2536",-35.761341,150.21013
3137,NSW,Surfside,"New South Wales, Sydney, Postcode-2536",-35.700788,150.198313
3138,NSW,Woodlands,"New South Wales, Sydney, Postcode-2536",-35.796628,150.173321
3139,NSW,Bergalia,"New South Wales, Sydney, Postcode-2537",-35.981261,150.105175
3140,NSW,Bingie,"New South Wales, Sydney, Postcode-2537",-36.01113,150.153153
3141,NSW,Broulee,"New South Wales, Sydney, Postcode-2537",-35.854996,150.174616
3142,NSW,Coila,"New South Wales, Sydney, Postcode-2537",-36.022284,150.102934
3143,NSW,Congo,"New South Wales, Sydney, Postcode-2537",-35.956185,150.153669
3144,NSW,Deua,"New South Wales, Sydney, Postcode-2537",-35.817685,149.794894
3145,NSW,Deua River Valley,"New South Wales, Sydney, Postcode-2537",-35.825901,149.975941
3146,NSW,Kiora,"New South Wales, Sydney, Postcode-2537",-35.922829,150.038921
3147,NSW,Meringo,"New South Wales, Sydney, Postcode-2537",-35.983842,150.147692
3148,NSW,Mogendoura,"New South Wales, Sydney, Postcode-2537",-35.872225,150.058818
3149,NSW,Moruya,"New South Wales, Sydney, Postcode-2537",-35.911739,150.078004
3150,NSW,Moruya Heads,"New South Wales, Sydney, Postcode-2537",-35.913602,150.132617
3151,NSW,Mossy Point,"New South Wales, Sydney, Postcode-2537",-35.837391,150.175923
3152,NSW,Tomakin,"New South Wales, Sydney, Postcode-2537",-35.821767,150.193026
3153,NSW,Turlinjah,"New South Wales, Sydney, Postcode-2537",-36.033268,150.090191
3154,NSW,Tuross Head,"New South Wales, Sydney, Postcode-2537",-36.060748,150.137152
3155,NSW,Wamban,"New South Wales, Sydney, Postcode-2537",-36.003667,149.976869
3156,NSW,Brooman,"New South Wales, Sydney, Postcode-2538",-35.48985,150.233827
3157,NSW,Little Forest,"New South Wales, Sydney, Postcode-2538",-35.295789,150.394697
3158,NSW,Milton,"New South Wales, Sydney, Postcode-2538",-35.315085,150.434525
3159,NSW,Mogood,"New South Wales, Sydney, Postcode-2538",-35.532057,150.197708
3160,NSW,Morton,"New South Wales, Sydney, Postcode-2538",-35.419406,150.304367
3161,NSW,Porters Creek,"New South Wales, Sydney, Postcode-2538",-35.264793,150.332988
3162,NSW,Woodburn,"New South Wales, Sydney, Postcode-2538",-35.375596,150.378783
3163,NSW,Woodstock,"New South Wales, Sydney, Postcode-2538",-35.352384,150.408978
3164,NSW,Bawley Point,"New South Wales, Sydney, Postcode-2539",-35.522387,150.393202
3165,NSW,Bendalong,"New South Wales, Sydney, Postcode-2539",-35.246777,150.529888
3166,NSW,Burrill Lake,"New South Wales, Sydney, Postcode-2539",-35.387189,150.449603
3167,NSW,Cockwhy,"New South Wales, Sydney, Postcode-2539",-35.541395,150.289208
3168,NSW,Conjola,"New South Wales, Sydney, Postcode-2539",-35.219631,150.43487
3169,NSW,Conjola Park,"New South Wales, Sydney, Postcode-2539",-35.371593,150.452135
3170,NSW,Croobyar,"New South Wales, Sydney, Postcode-2539",-35.321265,150.400375
3171,NSW,Cunjurong Point,"New South Wales, Sydney, Postcode-2539",-35.259759,150.504909
