School_Id,Suburb,State Code,Address,School_Information,Latitude,Longitude,ICSEA_Value,Student_number,,Postcode
1001,Abbotsford ,NSW,"Abbotsford Public School, 350 Great North Rd, Postcode-2046","Primary School (Coed, Kinder to Year 6)",-33.852728,151.131206,1127,602,,2046
1002,Aberdeen,NSW,"Aberdeen Public School, Segenhoe St, Postcode-2336","Primary School (Coed, Kinder to Year 6)",-32.166098,150.888095,917,241,,2336
1003,Abermain ,NSW,"Abermain Public School, Goulburn St, Postcode-2326","Primary School (Coed, Kinder to Year 6)",-32.80892,151.426499,887,264,,2326
1007,Adaminaby,NSW,"Adaminaby Public School, 9 Cosgrove Street, Postcode-2629","Primary School (Coed, Kinder to Year 6)",-35.993292,148.776721,973,17,,2629
1008,Adamstown ,NSW,"Adamstown Public School, Bryant St, Postcode-2289","Primary School (Coed, Kinder to Year 6)",-32.932213,151.730971,1024,263,,2289
1009,Adelong ,NSW,"Adelong Public School, Gilmore St, Postcode-2729","Primary School (Coed, Kinder to Year 6)",-35.312333,148.062802,966,81,,2729
1015,Albion Park ,NSW,"Albion Park Public School, Tongarra & Hamilton Rds, Postcode-2527","Primary School (Coed, Kinder to Year 6)",-34.570257,150.77262,977,435,,2527
1016,Timbumburi ,NSW,"Timbumburi Public School, 542 Kia Ora Lane, Postcode-2340","Primary School (Coed, Kinder to Year 6)",-31.203781,150.915629,995,144,,2340
1017,Albury ,NSW,"Albury Public School, 481 David St, Postcode-2640","Primary School (Coed, Kinder to Year 6)",-36.082454,146.919253,1055,612,,2640
1019,Albury ,NSW,"Albury West Public School, Mott St, Postcode-2640","Primary School (Coed, Kinder to Year 6)",-36.07783,146.895548,866,118,,2640
1028,Broken Hill ,NSW,"Alma Public School, Comstock St, Postcode-2880","Primary School (Coed, Kinder to Year 6)",-31.982217,141.462443,844,236,,2880
1030,Alstonville ,NSW,"Alstonville Public School, Main St, Postcode-2477","Primary School (Coed, Kinder to Year 6)",-28.838471,153.438172,1018,540,,2477
1040,Anna Bay ,NSW,"Anna Bay Public School, 191 Gan Gan Rd, Postcode-2316","Primary School (Coed, Kinder to Year 6)",-32.77637,152.089912,970,297,,2316
1041,Annandale ,NSW,"Annandale Public School, 25 Johnston St, Postcode-2038","Primary School (Coed, Kinder to Year 6)",-33.885782,151.169599,1150,372,,2038
1042,Annandale ,NSW,"Annandale North Public School, 206 Johnston St, Postcode-2038","Primary School (Coed, Kinder to Year 6)",-33.877905,151.171835,1174,398,,2038
1045,Appin,NSW,"Appin Public School, 97 Appin Road, Postcode-2560","Primary School (Coed, Kinder to Year 6)",-34.198417,150.78766,991,271,,2560
1048,Arcadia,NSW,"Arcadia Public School, 140 Arcadia Road, Postcode-2159","Primary School (Coed, Kinder to Year 6)",-33.623487,151.051031,1064,72,,2159
1051,Ardlethan ,NSW,"Ardlethan Central School, Mithul St, Postcode-2665","CentralCommunity School (Coed, Kinder to Year 12)",-34.354098,146.900557,966,83,,2665
1055,Ariah Park ,NSW,"Ariah Park Central School, Reid St, Postcode-2665","CentralCommunity School (Coed, Kinder to Year 12)",-34.346925,147.218018,983,125,,2665
1057,Armidale ,NSW,"Armidale City Public School, Faulkner St, Postcode-2350","Primary School (Coed, Kinder to Year 6)",-30.519501,151.664056,1023,446,,2350
1058,Armidale,NSW,"Drummond Memorial Public School, 250 Rusden Street, Postcode-2350","Primary School (Coed, Kinder to Year 6)",-30.511469,151.650715,825,122,,2350
1061,Artarmon ,NSW,"Artarmon Public School, McMillan Rd, Postcode-2064","Primary School (Coed, Kinder to Year 6)",-33.811249,151.186001,1186,1125,,2064
1064,Ashbury,NSW,"Ashbury Public School, Trevenar St, Postcode-2193","Primary School (Coed, Kinder to Year 6)",-33.898833,151.11944,1107,381,,2193
1065,Ashfield ,NSW,"Ashfield Public School, Liverpool Rd, Postcode-2131","Primary School (Coed, Kinder to Year 6)",-33.889723,151.12821,1066,370,,2131
1066,Ashford ,NSW,"Ashford Central School, Albury St, Postcode-2361","CentralCommunity School (Coed, Kinder to Year 12)",-29.321262,151.094638,854,168,,2361
1070,Asquith,NSW,"Asquith Public School, Dudley St, Postcode-2077","Primary School (Coed, Kinder to Year 6)",-33.685729,151.112177,1090,374,,2077
1071,Attunga ,NSW,"Attunga Public School, Railway St, Postcode-2345","Primary School (Coed, Kinder to Year 6)",-30.930445,150.846575,944,37,,2345
1073,Auburn ,NSW,"Auburn North Public School, 100 Adderley St, Postcode-2144","Primary School (Coed, Kinder to Year 6)",-33.841669,151.038618,966,665,,2144
1075,Auburn ,NSW,"Auburn West Public School, Chiswick Rd, Postcode-2144","Primary School (Coed, Kinder to Year 6)",-33.860931,151.019764,906,721,,2144
1076,Austinmer ,NSW,"Austinmer Public School, 90 Lawrence Hargrave Drive, Postcode-2515","Primary School (Coed, Kinder to Year 6)",-34.305398,150.934991,1105,345,,2515
1077,Austral,NSW,"Austral Public School, 219 Edmondson Avenue, Postcode-2179","Primary School (Coed, Kinder to Year 6)",-33.934487,150.812638,953,281,,2179
1081,Avoca,NSW,"Avoca Public School, Sheepwash Rd, Postcode-2577","Primary School (Coed, Kinder to Year 6)",-34.612697,150.479766,998,21,,2577
1082,Avoca Beach,NSW,"Avoca Beach Public School, The Round Drive, Postcode-2251","Primary School (Coed, Kinder to Year 6)",-33.471154,151.430745,1094,511,,2251
1084,Awaba,NSW,"Awaba Public School, Mulbring Street, Postcode-2283","Primary School (Coed, Kinder to Year 6)",-33.010554,151.538068,969,36,,2283
1085,Colo Vale ,NSW,"Colo Vale Public School, Wattle St, Postcode-2575","Primary School (Coed, Kinder to Year 6)",-34.401281,150.476178,992,230,,2575
1098,Guyra ,NSW,"Bald Blair Public School, Ebor Rd, Postcode-2365","Primary School (Coed, Kinder to Year 6)",-30.229893,151.785056,972,36,,2365
1104,Seaforth ,NSW,"Seaforth Public School, 37 Kempbridge Avenue, Postcode-2092","Primary School (Coed, Kinder to Year 6)",-33.793262,151.251235,1152,566,,2092
1106,Balgownie ,NSW,"Balgownie Public School, Balgownie Rd, Postcode-2519","Primary School (Coed, Kinder to Year 6)",-34.386984,150.872076,1077,349,,2519
1111,Ballimore ,NSW,"Ballimore Public School, Bomen St, Postcode-2830","Primary School (Coed, Kinder to Year 6)",-32.193596,148.899631,943,14,,2830
1112,Ballina ,NSW,"Ballina Public School, 48 Crane St, Postcode-2478","Primary School (Coed, Kinder to Year 6)",-28.869724,153.563707,836,246,,2478
1115,Balranald,NSW,"Balranald Central School, We St, Postcode-2715","CentralCommunity School (Coed, Kinder to Year 12)",-34.635575,143.564769,899,152,,2715
1118,Bangalow ,NSW,"Bangalow Public School, Byron St, Postcode-2479","Primary School (Coed, Kinder to Year 6)",-28.68554,153.525743,1102,291,,2479
1121,Botany ,NSW,"Banksmeadow Public School, Trevelyan & Wiggins Sts, Postcode-2019","Primary School (Coed, Kinder to Year 6)",-33.953739,151.20661,1039,254,,2019
1123,Greenacre,NSW,"Greenacre Public School, Waterloo Rd, Postcode-2190","Primary School (Coed, Kinder to Year 6)",-33.911161,151.057581,932,797,,2190
1124,Bankstown ,NSW,"Bankstown North Public School, 322 Hume Hwy, Postcode-2200","Primary School (Coed, Kinder to Year 6)",-33.904888,151.038043,979,377,,2200
1129,Banora Point ,NSW,"Banora Point Public School, Pioneer Pde, Postcode-2486","Primary School (Coed, Kinder to Year 6)",-28.222422,153.543702,995,621,,2486
1130,Baradine,NSW,"Baradine Central School, Narren St, Postcode-2396","CentralCommunity School (Coed, Kinder to Year 12)",-30.950736,149.070198,787,109,,2396
1131,Barellan ,NSW,"Barellan Central School, Boree St, Postcode-2665","CentralCommunity School (Coed, Kinder to Year 12)",-34.287799,146.571928,967,119,,2665
1134,Bargo ,NSW,"Bargo Public School, Southern Rd, Postcode-2574","Primary School (Coed, Kinder to Year 6)",-34.292889,150.58274,979,359,,2574
1135,Barham,NSW,"Barham Public School, Wakool St, Postcode-2732","Primary School (Coed, Kinder to Year 6)",-35.626915,144.127977,992,147,,2732
1136,Wadeville ,NSW,"Barkers Vale Public School, 4501 Kyogle Rd, Postcode-2474","Primary School (Coed, Kinder to Year 6)",-28.54902,153.14927,978,51,,2474
1137,Barmedman ,NSW,"Barmedman Public School, Robertson St, Postcode-2668","Primary School (Coed, Kinder to Year 6)",-34.148277,147.385078,866,15,,2668
1138,Barnsley ,NSW,"Barnsley Public School, Cliffbrook St, Postcode-2278","Primary School (Coed, Kinder to Year 6)",-32.933094,151.594552,951,283,,2278
1139,Barooga ,NSW,"Barooga Public School, Hughes St, Postcode-3644","Primary School (Coed, Kinder to Year 6)",-35.912963,145.695985,963,151,,3644
1140,Barraba ,NSW,"Barraba Central School, Gotha St, Postcode-2347","CentralCommunity School (Coed, Kinder to Year 12)",-30.38239,150.599478,899,189,,2347
1143,Barrington ,NSW,"Barrington Public School, 1 Kenmore St, Postcode-2422","Primary School (Coed, Kinder to Year 6)",-31.971159,151.911058,1002,58,,2422
1146,Baryulgil ,NSW,"Baryulgil Public School, 7135 Clarence Way, Postcode-2460","Primary School (Coed, Kinder to Year 6)",-29.2235,152.605615,,9,,2460
1148,Bass Hill ,NSW,"Bass Hill Public School, 611 Hume Hwy, Postcode-2197","Primary School (Coed, Kinder to Year 6)",-33.905902,151.005779,944,354,,2197
1149,Surfside,NSW,"Batemans Bay Public School, Mundarra Way, Postcode-2536","Primary School (Coed, Kinder to Year 6)",-35.700051,150.188373,897,569,,2536
1150,Bathurst ,NSW,"Bathurst Public School, George St, Postcode-2795","Primary School (Coed, Kinder to Year 6)",-33.420942,149.570615,982,577,,2795
1152,Batlow ,NSW,"Batlow Technology School, Pioneer St, Postcode-2730","CentralCommunity School (Coed, Kinder to Year 12)",-35.523007,148.146548,929,109,,2730
1160,Beckom ,NSW,"Beckom Public School, Welman St, Postcode-2665","Primary School (Coed, Kinder to Year 6)",-34.327211,146.962928,947,11,,2665
1164,Bedgerebong ,NSW,"Bedgerebong Public School, North Condobolin Rd, Postcode-2871","Primary School (Coed, Kinder to Year 6)",-33.361353,147.679318,903,55,,2871
1165,Wauchope ,NSW,"Beechwood Public School, 614 Beechwood Road, Postcode-2446","Primary School (Coed, Kinder to Year 6)",-31.435535,152.68094,972,128,,2446
1166,Beecroft ,NSW,"Beecroft Public School, 98 Beecroft Rd, Postcode-2119","Primary School (Coed, Kinder to Year 6)",-33.752085,151.06462,1199,817,,2119
1167,Beelbangera ,NSW,"Beelbangera Public School, Rankins Springs Rd, Postcode-2680","Primary School (Coed, Kinder to Year 6)",-34.252836,146.101067,1010,179,,2680
1168,Bega ,NSW,"Bega Valley Public School, 27 Auckland St, Postcode-2550","Primary School (Coed, Kinder to Year 6)",-36.670545,149.839095,907,347,,2550
1175,Bellata ,NSW,"Bellata Public School, Gurley St, Postcode-2397","Primary School (Coed, Kinder to Year 6)",-29.918659,149.796216,914,29,,2397
1177,Bellbird ,NSW,"Bellbird Public School, Doyle St, Postcode-2325","Primary School (Coed, Kinder to Year 6)",-32.859421,151.316705,944,265,,2325
1178,Bellbrook,NSW,"Bellbrook Public School, Main St, Postcode-2440","Primary School (Coed, Kinder to Year 6)",-30.819094,152.508698,838,31,,2440
1179,Bellevue Hill ,NSW,"Bellevue Hill Public School, Victoria Rd, Postcode-2023","Primary School (Coed, Kinder to Year 6)",-33.886986,151.259785,1153,611,,2023
1181,Bellingen ,NSW,"Bellingen Public School, William St, Postcode-2454","Primary School (Coed, Kinder to Year 6)",-30.45349,152.891887,1006,395,,2454
1182,Belltrees ,NSW,"Belltrees Public School, Moonan Flat Rd, Postcode-2337","Primary School (Coed, Kinder to Year 6)",-31.988753,151.129487,977,11,,2337
1183,Belmont ,NSW,"Belmont Public School, Livingstone St, Postcode-2280","Primary School (Coed, Kinder to Year 6)",-33.030134,151.662203,940,268,,2280
1185,Belmore ,NSW,"Belmore North Public School, Burwood Rd, Postcode-2192","Primary School (Coed, Kinder to Year 6)",-33.909885,151.084885,964,340,,2192
1186,Belmore ,NSW,"Belmore South Public School, Nelson Ave & Canterbury Rd, Postcode-2192","Primary School (Coed, Kinder to Year 6)",-33.925735,151.091985,970,247,,2192
1189,Bemboka ,NSW,"Bemboka Public School, Kameruka St, Postcode-2550","Primary School (Coed, Kinder to Year 6)",-36.631309,149.571075,950,51,,2550
1191,Bendemeer ,NSW,"Bendemeer Public School, Charles St, Postcode-2355","Primary School (Coed, Kinder to Year 6)",-30.886984,151.150991,904,17,,2355
1196,Ben Lomond ,NSW,"Ben Lomond Public School, Inn Rd, Postcode-2365","Primary School (Coed, Kinder to Year 6)",-30.017024,151.661287,1002,7,,2365
1198,Armidale ,NSW,"Ben Venue Public School, Erskine St, Postcode-2350","Primary School (Coed, Kinder to Year 6)",-30.502884,151.67462,1022,565,,2350
1199,Berala,NSW,"Berala Public School, Harrow Rd, Postcode-2141","Primary School (Coed, Kinder to Year 6)",-33.869714,151.028244,1000,852,,2141
1201,Beresfield,NSW,"Beresfield Public School, 181-183 Anderson Dr (Cnr Lawson Ave), Postcode-2322","Primary School (Coed, Kinder to Year 6)",-32.803964,151.654863,916,290,,2322
1202,Berkeley ,NSW,"Berkeley Public School, George St, Postcode-2506","Primary School (Coed, Kinder to Year 6)",-34.480214,150.856493,906,335,,2506
1203,Berkeley Vale ,NSW,"Berkeley Vale Public School, Pindarri Ave, Postcode-2259","Primary School (Coed, Kinder to Year 6)",-33.350515,151.435888,990,775,,2259
1204,Bermagui ,NSW,"Bermagui Public School, George St, Postcode-2546","Primary School (Coed, Kinder to Year 6)",-36.420776,150.063625,928,169,,2546
1205,Berowra ,NSW,"Berowra Public School, Hillcrest Rd, Postcode-2081","Primary School (Coed, Kinder to Year 6)",-33.618522,151.148996,1095,395,,2081
1206,Berridale ,NSW,"Berridale Public School, Oliver St, Postcode-2628","Primary School (Coed, Kinder to Year 6)",-36.371444,148.827209,986,71,,2628
1207,Berrigan ,NSW,"Berrigan Public School, 25-29 Momalong St, Postcode-2712","Primary School (Coed, Kinder to Year 6)",-35.659667,145.815664,952,82,,2712
1209,Berrima ,NSW,"Berrima Public School, Oxley St, Postcode-2577","Primary School (Coed, Kinder to Year 6)",-34.485882,150.340775,1027,140,,2577
1211,Berry ,NSW,"Berry Public School, Victoria St, Postcode-2535","Primary School (Coed, Kinder to Year 6)",-34.778317,150.689706,1069,338,,2535
1215,Beverly Hills ,NSW,"Beverly Hills Public School, Stoney Creek & King Georges Rds, Postcode-2209","Primary School (Coed, Kinder to Year 6)",-33.953449,151.085209,1050,527,,2209
1217,Bexhill,NSW,"Bexhill Public School, 12 Withers St, Postcode-2480","Primary School (Coed, Kinder to Year 6)",-28.766026,153.345835,1037,103,,2480
1223,Bigga ,NSW,"Bigga Public School, Blackman St, Postcode-2583","Primary School (Coed, Kinder to Year 6)",-34.0847,149.144602,1022,13,,2583
1224,Bilambil ,NSW,"Bilambil Public School, Bilambil Rd, Postcode-2486","Primary School (Coed, Kinder to Year 6)",-28.223742,153.468431,990,312,,2486
1227,Ocean Shores,NSW,"Ocean Shores Public School, 166 Shara Boulevarde, Postcode-2483","Primary School (Coed, Kinder to Year 6)",-28.491203,153.540337,1044,357,,2483
1228,Bilpin ,NSW,"Bilpin Public School, Bells Line of Road, Postcode-2758","Primary School (Coed, Kinder to Year 6)",-33.497331,150.516765,1022,67,,2758
1230,Binalong,NSW,"Binalong Public School, Dickinson Street, Postcode-2584","Primary School (Coed, Kinder to Year 6)",-34.670108,148.625718,976,30,,2584
1231,Binda ,NSW,"Binda Public School, Queen St, Postcode-2583","Primary School (Coed, Kinder to Year 6)",-34.331463,149.368114,776,11,,2583
1234,Bingara ,NSW,"Bingara Central School, Finch St, Postcode-2404","CentralCommunity School (Coed, Kinder to Year 12)",-29.866705,150.56725,912,197,,2404
1237,Binnaway,NSW,"Binnaway Central School, David St, Postcode-2395","CentralCommunity School (Coed, Kinder to Year 12)",-31.552793,149.374951,832,67,,2395
1238,Binya,NSW,"Binya Public School, 16 Stephensons Rd, Postcode-2665","Primary School (Coed, Kinder to Year 6)",-34.228678,146.353034,1011,13,,2665
1240,Balmain ,NSW,"Birchgrove Public School, Birchgrove Rd, Postcode-2041","Primary School (Coed, Kinder to Year 6)",-33.853009,151.177045,1156,356,,2041
1246,Blackheath ,NSW,"Blackheath Public School, Leichhardt St, Postcode-2785","Primary School (Coed, Kinder to Year 6)",-33.639284,150.285831,1077,332,,2785
1247,Black Hill ,NSW,"Black Hill Public School, 408 Black Hill Rd, Postcode-2322","Primary School (Coed, Kinder to Year 6)",-32.838523,151.617131,1009,103,,2322
1249,Black Mountain ,NSW,"Black Mountain Public School, 815 Black Mountain Rd, Postcode-2365","Primary School (Coed, Kinder to Year 6)",-30.308489,151.657688,976,32,,2365
1252,Blackville ,NSW,"Blackville Public School, O'Neile St, Postcode-2343","Primary School (Coed, Kinder to Year 6)",-31.64044,150.237489,939,15,,2343
1254,Blakebrook ,NSW,"Blakebrook Public School, Rosehill Rd, Postcode-2480","Primary School (Coed, Kinder to Year 6)",-28.763426,153.229992,1002,94,,2480
1255,Blakehurst ,NSW,"Blakehurst Public School, Dewrang St, Postcode-2221","Primary School (Coed, Kinder to Year 6)",-33.98298,151.115779,1027,288,,2221
1256,Blandford ,NSW,"Blandford Public School, New England Hwy, Postcode-2338","Primary School (Coed, Kinder to Year 6)",-31.778585,150.892725,999,41,,2338
1257,Granville,NSW,"Blaxcell Street Public School, 352 Blaxcell Street, Postcode-2142","Primary School (Coed, Kinder to Year 6)",-33.858068,151.006125,951,810,,2142
1258,Blaxland,NSW,"Blaxland Public School, Baden Place, Postcode-2774","Primary School (Coed, Kinder to Year 6)",-33.737103,150.603489,1043,141,,2774
1260,Blayney ,NSW,"Blayney Public School, Lindsay St, Postcode-2799","Primary School (Coed, Kinder to Year 6)",-33.528987,149.251583,959,293,,2799
1261,Blighty ,NSW,"Blighty Public School, Blighty School Rd, Postcode-2713","Primary School (Coed, Kinder to Year 6)",-35.580094,145.349272,983,30,,2713
1266,Boambee,NSW,"Boambee Public School, 30 Lindsays Rd, Postcode-2450","Primary School (Coed, Kinder to Year 6)",-30.334055,153.077009,985,428,,2450
1269,Bobin ,NSW,"Bobin Public School, Bulga Rd, Postcode-2429","Primary School (Coed, Kinder to Year 6)",-31.712682,152.28388,998,13,,2429
1271,Bobs Farm,NSW,"Bobs Farm Public School, 764 Marsh Rd, Postcode-2316","Primary School (Coed, Kinder to Year 6)",-32.766796,152.010937,984,31,,2316
1272,Bodalla ,NSW,"Bodalla Public School, Potato Point Rd, Postcode-2545","Primary School (Coed, Kinder to Year 6)",-36.09938,150.053879,915,89,,2545
1274,Bogan Gate,NSW,"Bogan Gate Public School, 5 Bogan Street, Postcode-2876","Primary School (Coed, Kinder to Year 6)",-33.104968,147.797859,903,8,,2876
1275,Boggabilla ,NSW,"Boggabilla Central School, South St, Postcode-2409","CentralCommunity School (Coed, Kinder to Year 12)",-28.616586,150.361593,626,79,,2409
1276,Boggabri ,NSW,"Boggabri Public School, Merton St, Postcode-2382","Primary School (Coed, Kinder to Year 6)",-30.705682,150.043053,878,118,,2382
1286,Bolwarra ,NSW,"Bolwarra Public School, Bolwarra Rd, Postcode-2320","Primary School (Coed, Kinder to Year 6)",-32.706994,151.573008,1041,473,,2320
1287,Bomaderry ,NSW,"Bomaderry Public School, Cambewarra Rd, Postcode-2541","Primary School (Coed, Kinder to Year 6)",-34.847379,150.608269,897,332,,2541
1288,Bombala,NSW,"Bombala Public School, 8 Bright St, Postcode-2632","Primary School (Coed, Kinder to Year 6)",-36.918986,149.233792,947,124,,2632
1290,Bonalbo,NSW,"Bonalbo Central School, Yabbra St, Postcode-2469","CentralCommunity School (Coed, Kinder to Year 12)",-28.735472,152.623959,880,144,,2469
1292,Bondi Beach ,NSW,"Bondi Beach Public School, Campbell Pde, Postcode-2026","Primary School (Coed, Kinder to Year 6)",-33.8883,151.276821,1144,604,,2026
1293,Adjungbilly,NSW,"Bongongo Public School, Adjungbilly Rd, Postcode-2727","Primary School (Coed, Kinder to Year 6)",-35.08463,148.399517,928,13,,2727
1296,Bonshaw ,NSW,"Bonshaw Public School, Texas St, Postcode-2361","Primary School (Coed, Kinder to Year 6)",-29.046366,151.278092,1007,14,,2361
1297,Bonville ,NSW,"Bonville Public School, 11 Gleniffer Rd, Postcode-2441","Primary School (Coed, Kinder to Year 6)",-30.379782,153.032316,1007,140,,2441
1302,Boolaroo ,NSW,"Boolaroo Public School, Main Rd & Second St, Postcode-2284","Primary School (Coed, Kinder to Year 6)",-32.951196,151.622765,903,52,,2284
1303,Booligal ,NSW,"Booligal Public School, Harvey St, Postcode-2711","Primary School (Coed, Kinder to Year 6)",-33.86704,144.886395,1055,10,,2711
1307,Boomi ,NSW,"Boomi Public School, Werrina Street, Postcode-2405","Primary School (Coed, Kinder to Year 6)",-28.724129,149.577268,920,33,,2405
1311,Booral ,NSW,"Booral Public School, 2800 Bucketts Way, Postcode-2425","Primary School (Coed, Kinder to Year 6)",-32.471428,151.960736,950,71,,2425
1313,Boorowa ,NSW,"Boorowa Central School, Pudman St, Postcode-2586","CentralCommunity School (Coed, Kinder to Year 12)",-34.436712,148.726108,945,235,,2586
1318,Boree Creek ,NSW,"Boree Creek Public School, Lockhart-Morundah Rd, Postcode-2652","Primary School (Coed, Kinder to Year 6)",-35.105937,146.606338,931,21,,2652
1320,Hunters Hill,NSW,"Boronia Park Public School, 113 Pittwater Rd, Postcode-2110","Primary School (Coed, Kinder to Year 6)",-33.821414,151.135558,1131,488,,2110
1321,Bossley Park ,NSW,"Bossley Park Public School, Marconi Rd, Postcode-2176","Primary School (Coed, Kinder to Year 6)",-33.858524,150.883076,983,413,,2176
1323,Botany ,NSW,"Botany Public School, 1076 Botany Rd, Postcode-2019","Primary School (Coed, Kinder to Year 6)",-33.94316,151.194687,1059,266,,2019
1326,Bourke,NSW,"Bourke Public School, 19 Green Street, Postcode-2840","Primary School (Coed, Kinder to Year 6)",-30.09351,145.94968,738,227,,2840
1334,Bowning ,NSW,"Bowning Public School, 147 Bowning Road, Postcode-2582","Primary School (Coed, Kinder to Year 6)",-34.769376,148.81153,924,28,,2582
1335,Bowral,NSW,"Bowral Public School, Bendooley Street, Postcode-2576","Primary School (Coed, Kinder to Year 6)",-34.481178,150.419191,1075,603,,2576
1336,Bowraville,NSW,"Bowraville Central School, 23 High Street, Postcode-2449","CentralCommunity School (Coed, Kinder to Year 12)",-30.645289,152.853898,845,254,,2449
1340,Braidwood ,NSW,"Braidwood Central School, Wilson St, Postcode-2622","CentralCommunity School (Coed, Kinder to Year 12)",-35.440595,149.798888,982,376,,2622
1341,Branxton,NSW,"Branxton Public School, 12 King Street, Postcode-2335","Primary School (Coed, Kinder to Year 6)",-32.659391,151.350682,959,355,,2335
1345,Breadalbane,NSW,"Breadalbane Public School, Collector Road, Postcode-2581","Primary School (Coed, Kinder to Year 6)",-34.790546,149.487576,971,10,,2581
1346,Colo Heights,NSW,"Colo Heights Public School, 3018 Putty Road, Postcode-2756","Primary School (Coed, Kinder to Year 6)",-33.372972,150.739776,914,53,,2756
1347,Bredbo ,NSW,"Bredbo Public School, Monaro Hwy, Postcode-2626","Primary School (Coed, Kinder to Year 6)",-35.95399,149.14797,1049,12,,2626
1350,Brewarrina,NSW,"Brewarrina Central School, Bourke Street, Postcode-2839","CentralCommunity School (Coed, Kinder to Year 12)",-29.963669,146.859088,655,146,,2839
1354,Bribbaree ,NSW,"Bribbaree Public School, Weedallion St, Postcode-2594","Primary School (Coed, Kinder to Year 6)",-34.12042,147.874699,865,12,,2594
1358,Brighton-Le-Sands,NSW,"Brighton-Le-Sands Public School, 35 Crawford Road, Postcode-2216","Primary School (Coed, Kinder to Year 6)",-33.962357,151.148929,1059,753,,2216
1360,Bringelly,NSW,"Bringelly Public School, 1205 The Northern Road, Postcode-2556","Primary School (Coed, Kinder to Year 6)",-33.93791,150.730266,927,132,,2556
1361,Broadwater ,NSW,"Broadwater Public School, Pacific Hwy, Postcode-2472","Primary School (Coed, Kinder to Year 6)",-29.002773,153.437279,973,44,,2472
1363,Brocklesby,NSW,"Brocklesby Public School, 65 Main St, Postcode-2642","Primary School (Coed, Kinder to Year 6)",-35.823911,146.677989,990,17,,2642
1367,Broke ,NSW,"Broke Public School, Cochrane St, Postcode-2330","Primary School (Coed, Kinder to Year 6)",-32.744976,151.104334,942,74,,2330
1369,Broken Hill ,NSW,"Broken Hill Public School, Mica St, Postcode-2880","Primary School (Coed, Kinder to Year 6)",-31.956108,141.456502,910,186,,2880
1371,Broken Hill ,NSW,"Broken Hill North Public School, Chapple St, Postcode-2880","Primary School (Coed, Kinder to Year 6)",-31.944457,141.471518,860,254,,2880
1372,Bronte ,NSW,"Bronte Public School, Hewlett St, Postcode-2024","Primary School (Coed, Kinder to Year 6)",-33.900605,151.262011,1162,430,,2024
1377,Brooklyn ,NSW,"Brooklyn Public School, 106 Brooklyn Rd, Postcode-2083","Primary School (Coed, Kinder to Year 6)",-33.548414,151.214992,1068,84,,2083
1379,Brookvale ,NSW,"Brookvale Public School, Old Pittwater Rd, Postcode-2100","Primary School (Coed, Kinder to Year 6)",-33.761678,151.270787,1037,246,,2100
1387,Brungle ,NSW,"Brungle Public School, 2 Brungle School Rd, Postcode-2722","Primary School (Coed, Kinder to Year 6)",-35.156755,148.233572,,11,,2722
1389,Brunswick Heads ,NSW,"Brunswick Heads Public School, Fingal St, Postcode-2483","Primary School (Coed, Kinder to Year 6)",-28.541343,153.550848,1005,148,,2483
1402,Bulahdelah ,NSW,"Bulahdelah Central School, 8 Meade Street, Postcode-2423","CentralCommunity School (Coed, Kinder to Year 12)",-32.413374,152.211848,931,407,,2423
1411,Bulli ,NSW,"Bulli Public School, Haig Rd, Postcode-2516","Primary School (Coed, Kinder to Year 6)",-34.326951,150.912703,1059,192,,2516
1414,Bundanoon ,NSW,"Bundanoon Public School, Church St, Postcode-2578","Primary School (Coed, Kinder to Year 6)",-34.657878,150.300442,1039,191,,2578
1415,Bundarra,NSW,"Bundarra Central School, Bowline Street, Postcode-2359","CentralCommunity School (Coed, Kinder to Year 12)",-30.168353,151.077625,863,142,,2359
1421,Bungendore ,NSW,"Bungendore Public School, Gibraltar St, Postcode-2621","Primary School (Coed, Kinder to Year 6)",-35.255619,149.444628,1060,489,,2621
1424,Bungwahl,NSW,"Bungwahl Public School, 56 Seal Rocks Road, Postcode-2423","Primary School (Coed, Kinder to Year 6)",-32.389144,152.448558,996,41,,2423
1425,Bunnaloo,NSW,"Bunnaloo Public School, Fitzroy St, Postcode-2731","Primary School (Coed, Kinder to Year 6)",-35.786399,144.597923,1047,46,,2731
1432,Broken Hill ,NSW,"Burke Ward Public School, Rakow St, Postcode-2880","Primary School (Coed, Kinder to Year 6)",-31.960361,141.441054,911,321,,2880
1433,North Parramatta ,NSW,"Burnside Public School, 1 Masons Drive, Postcode-2151","Primary School (Coed, Kinder to Year 6)",-33.79258,151.018316,1128,236,,2151
1445,Burrawang ,NSW,"Burrawang Public School, Church St, Postcode-2577","Primary School (Coed, Kinder to Year 6)",-34.592222,150.51725,1090,31,,2577
1447,Burren Junction ,NSW,"Burren Junction Public School, Alma St, Postcode-2386","Primary School (Coed, Kinder to Year 6)",-30.102686,148.964703,998,54,,2386
1449,Burringbar ,NSW,"Burringbar Public School, 59 Burringbar Road, Postcode-2483","Primary School (Coed, Kinder to Year 6)",-28.436645,153.466738,978,64,,2483
1453,Burrumbuttock ,NSW,"Burrumbuttock Public School, Howlong Rd, Postcode-2642","Primary School (Coed, Kinder to Year 6)",-35.837489,146.800049,1014,31,,2642
1455,Burwood,NSW,"Burwood Public School, 1-3 Conder Street, Postcode-2134","Primary School (Coed, Kinder to Year 6)",-33.8768,151.098987,1090,629,,2134
