Property_Id,State Code,Suburb,Address,Property_Median_Value,Updated_on,Postcode
921,NSW,South Maitland,"NEW SOUTH WALES_NSW, MAITLAND, Postcode-2320","415,000.00",1/06/2017,2320
922,NSW,Telarah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2320","415,000.00",1/06/2017,2320
923,NSW,Wallalong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2320","415,000.00",1/06/2017,2320
924,NSW,Windella,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2320","415,000.00",1/06/2017,2320
925,NSW,Berry Park,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
926,NSW,Butterwick,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
927,NSW,Clarence Town,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
928,NSW,Cliftleigh,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
929,NSW,Duckenfield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
930,NSW,Duns Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
931,NSW,Gillieston Heights,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
932,NSW,Glen Martin,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
933,NSW,Glen William,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
934,NSW,Harpers Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
935,NSW,Heddon Greta,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
936,NSW,Hinton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
937,NSW,Lochinvar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
938,NSW,Luskintyre,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
939,NSW,Morpeth,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
940,NSW,Oswald,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
941,NSW,Phoenix Park,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
942,NSW,Raworth,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
943,NSW,Woodville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2321","465,500.00",1/06/2017,2321
944,NSW,Beresfield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
945,NSW,Black Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
946,NSW,Hexham,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
947,NSW,Lenaghan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
948,NSW,Stockrington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
949,NSW,Tarro,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
950,NSW,Thornton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
951,NSW,Tomago,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
952,NSW,Woodberry,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2322","493,000.00",1/06/2017,2322
953,NSW,Ashtonfield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
954,NSW,Brunkerville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
955,NSW,Buchanan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
956,NSW,Buttai,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
957,NSW,East Maitland,"NEW SOUTH WALES_NSW, MAITLAND, Postcode-2323","414,500.00",1/06/2017,2323
958,NSW,Freemans Waterhole,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
959,NSW,Green Hills,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
960,NSW,Metford,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
961,NSW,Mount Vincent,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
962,NSW,Mulbring,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
963,NSW,Pitnacree,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
964,NSW,Richmond Vale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
965,NSW,Tenambit,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2323","414,500.00",1/06/2017,2323
966,NSW,Balickera,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
967,NSW,Brandy Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
968,NSW,Bundabah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
969,NSW,Carrington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
970,NSW,Cells River,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
971,NSW,Eagleton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
972,NSW,East Seaham,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
973,NSW,Hawks Nest,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
974,NSW,Heatherbrae,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
975,NSW,Karuah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
976,NSW,Limeburners Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
977,NSW,Millers Forest,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
978,NSW,Nelsons Plains,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
979,NSW,North Arm Cove,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
980,NSW,Osterley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
981,NSW,Pindimar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
982,NSW,Raymond Terrace,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
983,NSW,Raymond Terrace East,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
984,NSW,Seaham,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
985,NSW,Swan Bay,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
986,NSW,Tahlee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
987,NSW,Tea Gardens,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
988,NSW,Twelve Mile Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2324","397,500.00",1/06/2017,2324
989,NSW,Aberdare,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
990,NSW,Abernethy,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
991,NSW,Bellbird,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
992,NSW,Bellbird Heights,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
993,NSW,Boree,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
994,NSW,Cedar Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
995,NSW,Cessnock,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
996,NSW,Cessnock West,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
997,NSW,Congewai,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
998,NSW,Corrabare,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
999,NSW,Ellalong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1000,NSW,Elrington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1001,NSW,Greta Main,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1002,NSW,Kearsley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1003,NSW,Kitchener,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1004,NSW,Laguna,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1005,NSW,Lovedale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1006,NSW,Millfield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1007,NSW,Moruben,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1008,NSW,Mount View,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1009,NSW,Nulkaba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1010,NSW,Olney,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1011,NSW,Paxton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1012,NSW,Paynes Crossing,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1013,NSW,Pelton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1014,NSW,Quorrobolong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1015,NSW,Sweetmans Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1016,NSW,Wollombi,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2325","342,000.00",1/06/2017,2325
1017,NSW,Abermain,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2326","317,500.00",1/06/2017,2326
1018,NSW,Bishops Bridge,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2326","317,500.00",1/06/2017,2326
1019,NSW,Loxford,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2326","317,500.00",1/06/2017,2326
1020,NSW,Neath,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2326","317,500.00",1/06/2017,2326
1021,NSW,Sawyers Gully,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2326","317,500.00",1/06/2017,2326
1022,NSW,Weston,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2326","317,500.00",1/06/2017,2326
1023,NSW,Kurri Kurri,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2327","319,000.00",1/06/2017,2327
1024,NSW,Pelaw Main,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2327","319,000.00",1/06/2017,2327
1025,NSW,Stanford Merthyr,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2327","319,000.00",1/06/2017,2327
1026,NSW,Bureen,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1027,NSW,Dalswinton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1028,NSW,Denman,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1029,NSW,Giants Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1030,NSW,Hollydeen,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1031,NSW,Kerrabee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1032,NSW,Mangoola,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1033,NSW,Martindale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1034,NSW,Widden,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1035,NSW,Yarrawa,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2328",,1/06/2017,2328
1036,NSW,Borambil,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2329",,1/06/2017,2329
1037,NSW,Cassilis,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2329",,1/06/2017,2329
1038,NSW,Merriwa,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2329",,1/06/2017,2329
1039,NSW,Uarbry,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2329",,1/06/2017,2329
1040,NSW,Appletree Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1041,NSW,Big Ridge,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1042,NSW,Big Yengo,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1043,NSW,Bowmans Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1044,NSW,Bridgman,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1045,NSW,Broke,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1046,NSW,Bulga,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1047,NSW,Camberwell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1048,NSW,Carrowbrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1049,NSW,Clydesdale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1050,NSW,Combo,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1051,NSW,Darlington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1052,NSW,Doyles Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1053,NSW,Dunolly,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1054,NSW,Dural,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1055,NSW,Dyrring,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1056,NSW,Falbrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1057,NSW,Fern Gully,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1058,NSW,Fordwich,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1059,NSW,Garland Valley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1060,NSW,Glendon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1061,NSW,Glennies Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1062,NSW,Glenridding,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1063,NSW,Goorangoola,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1064,NSW,Gouldsville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1065,NSW,Gowrie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1066,NSW,Greenlands,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1067,NSW,Hambledon Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1068,NSW,Hebden,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1069,NSW,Howes Valley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1070,NSW,Howick,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1071,NSW,Hunterview,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1072,NSW,Jerrys Plains,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1073,NSW,Lemington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1074,NSW,Long Point,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1075,NSW,Maison Dieu,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1076,NSW,Mcdougalls Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1077,NSW,Middle Falbrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1078,NSW,Milbrodale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1079,NSW,Mirannie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1080,NSW,Mitchells Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1081,NSW,Mount Olive,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1082,NSW,Mount Royal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1083,NSW,Mount Thorley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1084,NSW,Obanvale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1085,NSW,Putty,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1086,NSW,Ravensworth,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1087,NSW,Redbournberry,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1088,NSW,Reedy Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1089,NSW,Rixs Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1090,NSW,Roughit,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1091,NSW,Scotts Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1092,NSW,Sedgefield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1093,NSW,Singleton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1094,NSW,Singleton Heights,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1095,NSW,St Clair,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1096,NSW,Warkworth,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1097,NSW,Wattle Ponds,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1098,NSW,Westbrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1099,NSW,Whittingham,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1100,NSW,Wollemi,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1101,NSW,Wylies Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2330","397,500.00",1/06/2017,2330
1102,NSW,Baerami,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1103,NSW,Baerami Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1104,NSW,Bengalla,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1105,NSW,Castle Rock,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1106,NSW,Edderton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1107,NSW,Gungal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1108,NSW,Kayuga,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1109,NSW,Liddell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1110,NSW,Manobalai,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1111,NSW,Mccullys Gap,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1112,NSW,Muscle Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1113,NSW,Muswellbrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1114,NSW,Sandy Hollow,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1115,NSW,Wybong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2333","283,250.00",1/06/2017,2333
1116,NSW,Greta,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2334","371,500.00",1/06/2017,2334
1117,NSW,Belford,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1118,NSW,Branxton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1119,NSW,Dalwood,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1120,NSW,East Branxton,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1121,NSW,Elderslie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1122,NSW,Lambs Valley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1123,NSW,Leconfield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1124,NSW,Lower Belford,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1125,NSW,North Rothbury,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1126,NSW,Stanhope,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2335","395,000.00",1/06/2017,2335
1127,NSW,Aberdeen,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1128,NSW,Dartbrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1129,NSW,Davis Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1130,NSW,Rossgole,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1131,NSW,Rouchel,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1132,NSW,Rouchel Brook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1133,NSW,Upper Dartbrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1134,NSW,Upper Rouchel,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2336",,1/06/2017,2336
1135,NSW,Belltrees,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1136,NSW,Brawboy,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1137,NSW,Bunnan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1138,NSW,Dry Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1139,NSW,Ellerston,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1140,NSW,Glenbawn,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1141,NSW,Glenrock,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1142,NSW,Gundy,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1143,NSW,Kars Springs,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1144,NSW,Middle Brook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1145,NSW,Moobi,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1146,NSW,Moonan Brook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1147,NSW,Moonan Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1148,NSW,Murulla,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1149,NSW,Omadale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
1150,NSW,Owens Gap,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2337","318,000.00",1/06/2017,2337
