Property_Id,State Code,Suburb,Address,Property_Median_Value,Updated_on,Postcode
2148,NSW,Chatsworth,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2149,NSW,Clearfield,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2150,NSW,Coongbar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2151,NSW,Culmaran Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2152,NSW,Deep Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2153,NSW,Drake,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2154,NSW,Drake Village,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2155,NSW,Duck Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2156,NSW,Ewingar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2157,NSW,Gibberagee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2158,NSW,Goodwood Island,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2159,NSW,Gorge Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2160,NSW,Haystack,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2161,NSW,Hogarth Range,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2162,NSW,Jacksons Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2163,NSW,Joes Box,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2164,NSW,Kippenduff,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2165,NSW,Louisa Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2166,NSW,Lower Bottle Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2167,NSW,Lower Duck Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2168,NSW,Lower Peacock,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2169,NSW,Mallanganee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2170,NSW,Mookima Wybra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2171,NSW,Mororo,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2172,NSW,Mount Marsh,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2173,NSW,Mummulgum,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2174,NSW,Myrtle Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2175,NSW,Old Bonalbo,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2176,NSW,Paddys Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2177,NSW,Pagans Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2178,NSW,Peacock Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2179,NSW,Pikapene,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2180,NSW,Pretty Gully,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2181,NSW,Rappville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2182,NSW,Sandilands,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2183,NSW,Simpkins Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2184,NSW,Six Mile Swamp,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2185,NSW,Tabulam,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2186,NSW,Theresa Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2187,NSW,Tunglebung,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2188,NSW,Upper Duck Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2189,NSW,Warregah Island,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2190,NSW,Whiporie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2191,NSW,Woombah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2192,NSW,Wyan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2193,NSW,Yabbra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2469","255,000.00",1/06/2017,2469
2194,NSW,Babyl Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2195,NSW,Backmede,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2196,NSW,Baraimal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2197,NSW,Casino,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2198,NSW,Coombell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2199,NSW,Dobies Bight,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2200,NSW,Doubtful Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2201,NSW,Dyraaba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2202,NSW,Ellangowan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2203,NSW,Fairy Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2204,NSW,Irvington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2205,NSW,Leeville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2206,NSW,Lower Dyraaba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2207,NSW,Mongogarie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2208,NSW,Naughtons Gap,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2209,NSW,North Casino,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2210,NSW,Piora,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2211,NSW,Sextonville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2212,NSW,Shannon Brook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2213,NSW,Spring Grove,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2214,NSW,Stratheden,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2215,NSW,Upper Mongogarie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2216,NSW,Woodview,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2217,NSW,Woolners Arm,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2218,NSW,Wooroowoolgan,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2219,NSW,Yorklea,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2470","265,000.00",1/06/2017,2470
2220,NSW,Bora Ridge,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2221,NSW,Codrington,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2222,NSW,Coraki,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2223,NSW,East Coraki,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2224,NSW,Green Forest,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2225,NSW,Greenridge,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2226,NSW,North Woodburn,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2227,NSW,Swan Bay,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2228,NSW,Tatham,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2471",,1/06/2017,2471
2229,NSW,Broadwater,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2230,NSW,Buckendoon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2231,NSW,Esk,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2232,NSW,Kilgin,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2233,NSW,New Italy,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2234,NSW,Rileys Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2235,NSW,Tabbimoble,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2236,NSW,Woodburn,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2472",,1/06/2017,2472
2237,NSW,Doonbah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2473","430,000.00",1/06/2017,2473
2238,NSW,Evans Head,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2473","430,000.00",1/06/2017,2473
2239,NSW,Iron Gates,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2473","430,000.00",1/06/2017,2473
2240,NSW,South Evans Head,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2473","430,000.00",1/06/2017,2473
2241,NSW,Afterlee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2242,NSW,Barkers Vale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2243,NSW,Border Ranges,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2244,NSW,Cawongla,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2245,NSW,Cedar Point,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2246,NSW,Collins Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2247,NSW,Cougal,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2248,NSW,Dairy Flat,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2249,NSW,Eden Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2250,NSW,Edenville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2251,NSW,Ettrick,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2252,NSW,Fawcetts Plain,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2253,NSW,Findon Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2254,NSW,Geneva,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2255,NSW,Ghinni Ghi,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2256,NSW,Gradys Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2257,NSW,Green Pigeon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2258,NSW,Grevillia,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2259,NSW,Homeleigh,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2260,NSW,Horse Station Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2261,NSW,Horseshoe Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2262,NSW,Iron Pot Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2263,NSW,Kilgra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2264,NSW,Kyogle,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2265,NSW,Little Back Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2266,NSW,Loadstone,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2267,NSW,Lynchs Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2268,NSW,New Park,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2269,NSW,Old Grevillia,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2270,NSW,Roseberry,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2271,NSW,Roseberry Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2272,NSW,Rukenvale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2273,NSW,Sawpit Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2274,NSW,Sherwood,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2275,NSW,Smiths Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2276,NSW,Terrace Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2277,NSW,The Risk,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2278,NSW,Toonumbar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2279,NSW,Unumgar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2280,NSW,Upper Eden Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2281,NSW,Upper Horseshoe Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2282,NSW,Wadeville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2283,NSW,Warrazambil Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2284,NSW,West Wiangaree,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2285,NSW,Wiangaree,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2286,NSW,Wyneden,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2474","329,000.00",1/06/2017,2474
2287,NSW,Tooloom,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2475",,1/06/2017,2475
2288,NSW,Upper Tooloom,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2475",,1/06/2017,2475
2289,NSW,Urbenville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2475",,1/06/2017,2475
2290,NSW,Wallaby Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2475",,1/06/2017,2475
2291,NSW,Acacia Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2292,NSW,Acacia Plateau,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2293,NSW,Boomi Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2294,NSW,Brumby Plains,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2295,NSW,Koreelah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2296,NSW,Legume,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2297,NSW,Lindesay Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2298,NSW,Lower Acacia Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2299,NSW,Muli Muli,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2300,NSW,Old Koreelah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2301,NSW,The Glen,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2302,NSW,Woodenbong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2476",,1/06/2017,2476
2303,NSW,Alstonvale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2304,NSW,Alstonville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2305,NSW,Bagotville,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2306,NSW,Cabbage Tree Island,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2307,NSW,Dalwood,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2308,NSW,East Wardell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2309,NSW,Goat Island,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2310,NSW,Lynwood,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2311,NSW,Meerschaum Vale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2312,NSW,Pearces Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2313,NSW,Rous,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2314,NSW,Rous Mill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2315,NSW,Tuckombil,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2316,NSW,Uralba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2317,NSW,Wardell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2318,NSW,Wollongbar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2477","583,750.00",1/06/2017,2477
2319,NSW,Ballina,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2320,NSW,Coolgardie,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2321,NSW,Cumbalum,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2322,NSW,East Ballina,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2323,NSW,Empire Vale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2324,NSW,Keith Hall,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2325,NSW,Lennox Head,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2326,NSW,Patchs Beach,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2327,NSW,Pimlico,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2328,NSW,Pimlico Island,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2329,NSW,Skennars Head,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2330,NSW,South Ballina,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2331,NSW,Teven,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2332,NSW,Tintenbar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2333,NSW,West Ballina,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2478","577,500.00",1/06/2017,2478
2334,NSW,Bangalow,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2335,NSW,Binna Burra,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2336,NSW,Brooklet,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2337,NSW,Coopers Shoot,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2338,NSW,Coorabell,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2339,NSW,Fernleigh,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2340,NSW,Knockrow,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2341,NSW,Mcleods Shoot,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2342,NSW,Nashua,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2343,NSW,Newrybar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2344,NSW,Opossum Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2345,NSW,Possum Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2479","1,000,000.00",1/06/2017,2479
2346,NSW,Back Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2347,NSW,Bentley,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2348,NSW,Bexhill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2349,NSW,Blakebrook,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2350,NSW,Blue Knob,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2351,NSW,Boat Harbour,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2352,NSW,Booerie Creek,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2353,NSW,Boorabee Park,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2354,NSW,Booyong,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2355,NSW,Bungabbee,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2356,NSW,Caniaba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2357,NSW,Chilcotts Grass,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2358,NSW,Clovass,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2359,NSW,Clunes,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2360,NSW,Coffee Camp,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2361,NSW,Corndale,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2362,NSW,Dorroughby,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2363,NSW,Dungarubba,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2364,NSW,Dunoon,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2365,NSW,East Lismore,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2366,NSW,Eltham,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2367,NSW,Eureka,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2368,NSW,Fernside,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2369,NSW,Georgica,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2370,NSW,Girards Hill,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2371,NSW,Goolmangar,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2372,NSW,Goonellabah,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2373,NSW,Howards Grass,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
2374,NSW,Jiggi,"NEW SOUTH WALES_NSW, SYDNEY, Postcode-2480","389,000.00",1/06/2017,2480
